n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,spots_per_program,simulations_per_s,study_min_signal,applicants_per_position,minimum_unmatched,study_max_signal,result_file_prefix
785.0,5636.0,4243.0,17.0,40.0,7.179617834394905,20.0,0.0,0.7528388928317956,0.0,39.0,heatmap_np785_npos5636_napp4243_ips17_max_app40
471.0,11791.0,14176.0,11.0,56.0,25.033970276008493,20.0,0.0,1.202272920023747,2385.0,40.0,heatmap_np471_npos11791_napp14176_ips11_max_app56
324.0,2888.0,8785.0,14.0,31.0,8.91358024691358,20.0,0.0,3.0418975069252077,5897.0,30.0,heatmap_np324_npos2888_napp8785_ips14_max_app31
255.0,10049.0,93.0,16.0,24.0,39.4078431372549,20.0,0.0,0.009254652204199423,0.0,23.0,heatmap_np255_npos10049_napp93_ips16_max_app24
602.0,789.0,12682.0,9.0,50.0,1.3106312292358804,20.0,0.0,16.073510773130543,11893.0,40.0,heatmap_np602_npos789_napp12682_ips9_max_app50
658.0,6896.0,4648.0,19.0,33.0,10.480243161094226,20.0,0.0,0.6740139211136891,0.0,32.0,heatmap_np658_npos6896_napp4648_ips19_max_app33
113.0,4035.0,17204.0,6.0,9.0,35.70796460176991,20.0,0.0,4.263692688971499,13169.0,8.0,heatmap_np113_npos4035_napp17204_ips6_max_app9
137.0,7478.0,3532.0,13.0,57.0,54.583941605839414,20.0,0.0,0.4723188018186681,0.0,40.0,heatmap_np137_npos7478_napp3532_ips13_max_app57
682.0,4202.0,9519.0,12.0,26.0,6.161290322580645,20.0,0.0,2.2653498334126607,5317.0,25.0,heatmap_np682_npos4202_napp9519_ips12_max_app26
577.0,10228.0,8092.0,18.0,14.0,17.7261698440208,20.0,0.0,0.7911615174032068,0.0,13.0,heatmap_np577_npos10228_napp8092_ips18_max_app14
229.0,1359.0,14045.0,7.0,46.0,5.934497816593886,20.0,0.0,10.334805003679175,12686.0,40.0,heatmap_np229_npos1359_napp14045_ips7_max_app46
349.0,11624.0,13113.0,5.0,39.0,33.306590257879655,20.0,0.0,1.1280970406056434,1489.0,38.0,heatmap_np349_npos11624_napp13113_ips5_max_app39
496.0,2305.0,1085.0,20.0,6.0,4.647177419354839,20.0,0.0,0.47071583514099785,0.0,5.0,heatmap_np496_npos2305_napp1085_ips20_max_app6
761.0,8377.0,17616.0,10.0,20.0,11.007884362680683,20.0,0.0,2.102900799809001,9239.0,19.0,heatmap_np761_npos8377_napp17616_ips10_max_app20
21.0,5458.0,5622.0,15.0,21.0,259.9047619047619,20.0,0.0,1.0300476364968854,164.0,20.0,heatmap_np21_npos5458_napp5622_ips15_max_app21
94.0,9452.0,16688.0,19.0,29.0,100.55319148936171,20.0,0.0,1.7655522640710961,7236.0,28.0,heatmap_np94_npos9452_napp16688_ips19_max_app29
422.0,6603.0,12215.0,16.0,42.0,15.64691943127962,20.0,0.0,1.8499167045282447,5612.0,40.0,heatmap_np422_npos6603_napp12215_ips16_max_app42
371.0,3485.0,1767.0,9.0,18.0,9.393530997304582,20.0,0.0,0.5070301291248207,0.0,17.0,heatmap_np371_npos3485_napp1767_ips9_max_app18
306.0,7555.0,7124.0,11.0,11.0,24.68954248366013,20.0,0.0,0.94295168762409,0.0,10.0,heatmap_np306_npos7555_napp7124_ips11_max_app11
551.0,4875.0,14657.0,14.0,35.0,8.847549909255898,20.0,0.0,3.0065641025641026,9782.0,34.0,heatmap_np551_npos4875_napp14657_ips14_max_app35
607.0,10702.0,2674.0,8.0,48.0,17.630971993410213,20.0,0.0,0.24985983928237712,0.0,40.0,heatmap_np607_npos10702_napp2674_ips8_max_app48
163.0,1634.0,10171.0,17.0,23.0,10.024539877300613,20.0,0.0,6.224602203182375,8537.0,22.0,heatmap_np163_npos1634_napp10171_ips17_max_app23
168.0,9286.0,3282.0,6.0,12.0,55.273809523809526,20.0,0.0,0.35343527891449494,0.0,11.0,heatmap_np168_npos9286_napp3282_ips6_max_app12
547.0,6162.0,7789.0,9.0,59.0,11.26508226691042,20.0,0.0,1.2640376501135995,1627.0,40.0,heatmap_np547_npos6162_napp7789_ips9_max_app59
298.0,3273.0,15462.0,16.0,29.0,10.983221476510067,20.0,0.0,4.72410632447296,12189.0,28.0,heatmap_np298_npos3273_napp15462_ips16_max_app29
379.0,8186.0,11686.0,14.0,21.0,21.598944591029024,20.0,0.0,1.4275592474957244,3500.0,20.0,heatmap_np379_npos8186_napp11686_ips14_max_app21
427.0,4903.0,1378.0,11.0,52.0,11.482435597189696,20.0,0.0,0.28105241688761984,0.0,40.0,heatmap_np427_npos4903_napp1378_ips11_max_app52
730.0,11058.0,16242.0,17.0,38.0,15.147945205479452,20.0,0.0,1.4688008681497557,5184.0,37.0,heatmap_np730_npos11058_napp16242_ips17_max_app38
89.0,2125.0,5900.0,8.0,5.0,23.876404494382022,20.0,0.0,2.776470588235294,3775.0,4.0,heatmap_np89_npos2125_napp5900_ips8_max_app5
13.0,6798.0,16964.0,12.0,13.0,522.9230769230769,20.0,0.0,2.4954398352456604,10166.0,12.0,heatmap_np13_npos6798_napp16964_ips12_max_app13
757.0,4043.0,4830.0,13.0,16.0,5.340819022457067,20.0,0.0,1.1946574325995547,787.0,15.0,heatmap_np757_npos4043_napp4830_ips13_max_app16
504.0,10021.0,12510.0,7.0,31.0,19.88293650793651,20.0,0.0,1.2483784053487677,2489.0,30.0,heatmap_np504_npos10021_napp12510_ips7_max_app31
354.0,913.0,340.0,18.0,57.0,2.57909604519774,20.0,0.0,0.3723986856516977,0.0,40.0,heatmap_np354_npos913_napp340_ips18_max_app57
224.0,11646.0,8542.0,20.0,49.0,51.99107142857143,20.0,0.0,0.733470719560364,0.0,40.0,heatmap_np224_npos11646_napp8542_ips20_max_app49
569.0,2942.0,14354.0,5.0,24.0,5.170474516695958,20.0,0.0,4.878993881713121,11412.0,23.0,heatmap_np569_npos2942_napp14354_ips5_max_app24
687.0,8873.0,4074.0,15.0,9.0,12.915574963609899,20.0,0.0,0.4591457229798264,0.0,8.0,heatmap_np687_npos8873_napp4074_ips15_max_app9
145.0,5808.0,9922.0,10.0,33.0,40.0551724137931,20.0,0.0,1.7083333333333333,4114.0,32.0,heatmap_np145_npos5808_napp9922_ips10_max_app33
121.0,8315.0,5243.0,17.0,27.0,68.71900826446281,20.0,0.0,0.6305472038484666,0.0,26.0,heatmap_np121_npos8315_napp5243_ips17_max_app27
663.0,5617.0,17938.0,8.0,58.0,8.47209653092006,20.0,0.0,3.1935196724230015,12321.0,40.0,heatmap_np663_npos5617_napp17938_ips8_max_app58
595.0,11444.0,770.0,14.0,46.0,19.23361344537815,20.0,0.0,0.06728416637539322,0.0,40.0,heatmap_np595_npos11444_napp770_ips14_max_app46
250.0,2395.0,13502.0,11.0,13.0,9.58,20.0,0.0,5.637578288100209,11107.0,12.0,heatmap_np250_npos2395_napp13502_ips11_max_app13
328.0,10211.0,13660.0,9.0,7.0,31.13109756097561,20.0,0.0,1.337772989912839,3449.0,6.0,heatmap_np328_npos10211_napp13660_ips9_max_app7
478.0,1472.0,8410.0,16.0,39.0,3.079497907949791,20.0,0.0,5.713315217391305,6938.0,38.0,heatmap_np478_npos1472_napp8410_ips16_max_app39
781.0,7346.0,9211.0,6.0,50.0,9.405889884763123,20.0,0.0,1.2538796624013069,1865.0,40.0,heatmap_np781_npos7346_napp9211_ips6_max_app50
38.0,4244.0,3925.0,19.0,19.0,111.6842105263158,20.0,0.0,0.9248350612629594,0.0,18.0,heatmap_np38_npos4244_napp3925_ips19_max_app19
65.0,10861.0,10490.0,15.0,55.0,167.09230769230768,20.0,0.0,0.9658410827732253,0.0,40.0,heatmap_np65_npos10861_napp10490_ips15_max_app55
706.0,1572.0,2289.0,10.0,29.0,2.226628895184136,20.0,0.0,1.4561068702290076,717.0,28.0,heatmap_np706_npos1572_napp2289_ips10_max_app29
452.0,7644.0,15050.0,20.0,18.0,16.911504424778762,20.0,0.0,1.968864468864469,7406.0,17.0,heatmap_np452_npos7644_napp15050_ips20_max_app18
405.0,4695.0,6815.0,5.0,41.0,11.592592592592593,20.0,0.0,1.4515441959531417,2120.0,40.0,heatmap_np405_npos4695_napp6815_ips5_max_app41
273.0,6716.0,2090.0,7.0,35.0,24.600732600732602,20.0,0.0,0.31119714115544966,0.0,34.0,heatmap_np273_npos6716_napp2090_ips7_max_app35
521.0,3468.0,11836.0,18.0,11.0,6.656429942418426,20.0,0.0,3.4129181084198383,8368.0,10.0,heatmap_np521_npos3468_napp11836_ips18_max_app11
639.0,9494.0,6593.0,12.0,22.0,14.857589984350549,20.0,0.0,0.6944385927954497,0.0,21.0,heatmap_np639_npos9494_napp6593_ips12_max_app22
192.0,597.0,16373.0,13.0,48.0,3.109375,20.0,0.0,27.42546063651591,15776.0,40.0,heatmap_np192_npos597_napp16373_ips13_max_app48
202.0,6362.0,12804.0,19.0,6.0,31.495049504950494,20.0,0.0,2.012574662055957,6442.0,5.0,heatmap_np202_npos6362_napp12804_ips19_max_app6
648.0,3070.0,248.0,6.0,37.0,4.737654320987654,20.0,0.0,0.08078175895765473,0.0,36.0,heatmap_np648_npos3070_napp248_ips6_max_app37
507.0,9141.0,17363.0,16.0,53.0,18.02958579881657,20.0,0.0,1.8994639536155782,8222.0,40.0,heatmap_np507_npos9141_napp17363_ips16_max_app53
388.0,11211.0,4403.0,11.0,28.0,28.894329896907216,20.0,0.0,0.3927392739273927,0.0,27.0,heatmap_np388_npos11211_napp4403_ips11_max_app28
436.0,1969.0,9794.0,14.0,60.0,4.51605504587156,20.0,0.0,4.974098527171153,7825.0,40.0,heatmap_np436_npos1969_napp9794_ips14_max_app60
715.0,7993.0,8907.0,8.0,43.0,11.17902097902098,20.0,0.0,1.1143500562992619,914.0,40.0,heatmap_np715_npos7993_napp8907_ips8_max_app43
73.0,5093.0,14332.0,17.0,13.0,69.76712328767124,20.0,0.0,2.8140585116827017,9239.0,12.0,heatmap_np73_npos5093_napp14332_ips17_max_app13
47.0,9811.0,7416.0,13.0,34.0,208.74468085106383,20.0,0.0,0.7558862501274081,0.0,33.0,heatmap_np47_npos9811_napp7416_ips13_max_app34
791.0,1120.0,15475.0,12.0,9.0,1.415929203539823,20.0,0.0,13.816964285714286,14355.0,8.0,heatmap_np791_npos1120_napp15475_ips12_max_app9
464.0,6945.0,2943.0,18.0,25.0,14.967672413793103,20.0,0.0,0.42375809935205183,0.0,24.0,heatmap_np464_npos6945_napp2943_ips18_max_app25
314.0,3892.0,11039.0,7.0,49.0,12.394904458598726,20.0,0.0,2.8363309352517985,7147.0,40.0,heatmap_np314_npos3892_napp11039_ips7_max_app49
234.0,8710.0,15834.0,5.0,56.0,37.22222222222222,20.0,0.0,1.817910447761194,7124.0,40.0,heatmap_np234_npos8710_napp15834_ips5_max_app56
578.0,5968.0,5948.0,20.0,32.0,10.325259515570934,20.0,0.0,0.9966487935656837,0.0,31.0,heatmap_np578_npos5968_napp5948_ips20_max_app32
671.0,11840.0,11383.0,10.0,15.0,17.64530551415797,20.0,0.0,0.961402027027027,0.0,14.0,heatmap_np671_npos11840_napp11383_ips10_max_app15
129.0,2745.0,1462.0,15.0,41.0,21.27906976744186,20.0,0.0,0.5326047358834244,0.0,40.0,heatmap_np129_npos2745_napp1462_ips15_max_app41
154.0,11292.0,14782.0,8.0,19.0,73.32467532467533,20.0,0.0,1.3090683669854764,3490.0,18.0,heatmap_np154_npos11292_napp14782_ips8_max_app19
697.0,2543.0,7285.0,17.0,51.0,3.648493543758967,20.0,0.0,2.864726700747149,4742.0,40.0,heatmap_np697_npos2543_napp7285_ips17_max_app51
554.0,8520.0,10328.0,11.0,39.0,15.379061371841155,20.0,0.0,1.2122065727699531,1808.0,38.0,heatmap_np554_npos8520_napp10328_ips11_max_app39
210.0,5409.0,2794.0,14.0,8.0,25.757142857142856,20.0,0.0,0.5165464965797745,0.0,7.0,heatmap_np210_npos5409_napp2794_ips14_max_app8
338.0,7147.0,6360.0,16.0,14.0,21.144970414201183,20.0,0.0,0.889883867356933,0.0,13.0,heatmap_np338_npos7147_napp6360_ips16_max_app14
487.0,4440.0,16808.0,9.0,45.0,9.117043121149898,20.0,0.0,3.7855855855855856,12368.0,40.0,heatmap_np487_npos4440_napp16808_ips9_max_app45
765.0,10370.0,1892.0,19.0,59.0,13.555555555555555,20.0,0.0,0.18244937319189972,0.0,40.0,heatmap_np765_npos10370_napp1892_ips19_max_app59
22.0,1311.0,12376.0,6.0,22.0,59.59090909090909,20.0,0.0,9.440122044241038,11065.0,21.0,heatmap_np22_npos1311_napp12376_ips6_max_app22
99.0,7785.0,959.0,10.0,47.0,78.63636363636364,20.0,0.0,0.12318561335902377,0.0,40.0,heatmap_np99_npos7785_napp959_ips10_max_app47
740.0,4551.0,12953.0,15.0,23.0,6.15,20.0,0.0,2.8461876510657,8402.0,22.0,heatmap_np740_npos4551_napp12953_ips15_max_app23
412.0,10657.0,5467.0,5.0,10.0,25.866504854368934,20.0,0.0,0.5129961527634419,0.0,9.0,heatmap_np412_npos10657_napp5467_ips5_max_app10
364.0,1773.0,17495.0,20.0,36.0,4.8708791208791204,20.0,0.0,9.867456288776086,15722.0,35.0,heatmap_np364_npos1773_napp17495_ips20_max_app36
282.0,9682.0,9364.0,18.0,43.0,34.333333333333336,20.0,0.0,0.967155546374716,0.0,40.0,heatmap_np282_npos9682_napp9364_ips18_max_app43
623.0,6559.0,13919.0,13.0,30.0,10.52808988764045,20.0,0.0,2.1221222747370025,7360.0,29.0,heatmap_np623_npos6559_napp13919_ips13_max_app30
177.0,3623.0,7932.0,12.0,54.0,20.468926553672315,20.0,0.0,2.189345845983991,4309.0,40.0,heatmap_np177_npos3623_napp7932_ips12_max_app54
182.0,11725.0,9257.0,14.0,29.0,64.42307692307692,20.0,0.0,0.7895095948827292,0.0,28.0,heatmap_np182_npos11725_napp9257_ips14_max_app29
625.0,2859.0,3867.0,11.0,59.0,4.5744,20.0,0.0,1.3525708289611753,1008.0,40.0,heatmap_np625_npos2859_napp3867_ips11_max_app59
532.0,8977.0,13746.0,17.0,44.0,16.87406015037594,20.0,0.0,1.5312465188815862,4769.0,40.0,heatmap_np532_npos8977_napp13746_ips17_max_app44
286.0,5701.0,8319.0,8.0,12.0,19.933566433566433,20.0,0.0,1.4592176811085775,2618.0,11.0,heatmap_np286_npos5701_napp8319_ips8_max_app12
366.0,6878.0,858.0,6.0,5.0,18.792349726775956,20.0,0.0,0.12474556557138704,0.0,4.0,heatmap_np366_npos6878_napp858_ips6_max_app5
417.0,3960.0,13412.0,19.0,37.0,9.496402877697841,20.0,0.0,3.386868686868687,9452.0,36.0,heatmap_np417_npos3960_napp13412_ips19_max_app37
744.0,10124.0,5288.0,9.0,52.0,13.60752688172043,20.0,0.0,0.5223231924140656,0.0,40.0,heatmap_np744_npos10124_napp5288_ips9_max_app52
100.0,807.0,17878.0,16.0,21.0,8.07,20.0,0.0,22.15365551425031,17071.0,20.0,heatmap_np100_npos807_napp17878_ips16_max_app21
27.0,8101.0,6537.0,20.0,27.0,300.037037037037,20.0,0.0,0.8069374151339341,0.0,26.0,heatmap_np27_npos8101_napp6537_ips20_max_app27
767.0,4984.0,16423.0,5.0,31.0,6.498044328552803,20.0,0.0,3.2951444622792936,11439.0,30.0,heatmap_np767_npos4984_napp16423_ips5_max_app31
489.0,10950.0,1997.0,15.0,16.0,22.392638036809817,20.0,0.0,0.1823744292237443,0.0,15.0,heatmap_np489_npos10950_napp1997_ips15_max_app16
342.0,2230.0,11917.0,10.0,40.0,6.52046783625731,20.0,0.0,5.343946188340807,9687.0,39.0,heatmap_np342_npos2230_napp11917_ips10_max_app40
212.0,9202.0,14955.0,12.0,33.0,43.405660377358494,20.0,0.0,1.625190176048685,5753.0,32.0,heatmap_np212_npos9202_napp14955_ips12_max_app33
701.0,6055.0,10436.0,7.0,24.0,8.637660485021398,20.0,0.0,1.723534269199009,4381.0,23.0,heatmap_np701_npos6055_napp10436_ips7_max_app24
156.0,3377.0,2342.0,18.0,49.0,21.647435897435898,20.0,0.0,0.6935149541012733,0.0,40.0,heatmap_np156_npos3377_napp2342_ips18_max_app49
130.0,6632.0,16291.0,9.0,14.0,51.01538461538462,20.0,0.0,2.456423401688782,9659.0,13.0,heatmap_np130_npos6632_napp16291_ips9_max_app14
676.0,3550.0,5843.0,16.0,46.0,5.2514792899408285,20.0,0.0,1.6459154929577464,2293.0,40.0,heatmap_np676_npos3550_napp5843_ips16_max_app46
583.0,9387.0,11768.0,6.0,58.0,16.101200686106345,20.0,0.0,1.2536486630446362,2381.0,40.0,heatmap_np583_npos9387_napp11768_ips6_max_app58
236.0,701.0,1286.0,19.0,27.0,2.9703389830508473,20.0,0.0,1.8345221112696148,585.0,26.0,heatmap_np236_npos701_napp1286_ips19_max_app27
318.0,10777.0,7869.0,17.0,20.0,33.88993710691824,20.0,0.0,0.730166094460425,0.0,19.0,heatmap_np318_npos10777_napp7869_ips17_max_app20
465.0,1653.0,15367.0,8.0,50.0,3.554838709677419,20.0,0.0,9.29643073200242,13714.0,40.0,heatmap_np465_npos1653_napp15367_ips8_max_app50
792.0,7536.0,3333.0,14.0,39.0,9.515151515151516,20.0,0.0,0.44227707006369427,0.0,38.0,heatmap_np792_npos7536_napp3333_ips14_max_app39
53.0,4800.0,10866.0,11.0,7.0,90.56603773584905,20.0,0.0,2.26375,6066.0,6.0,heatmap_np53_npos4800_napp10866_ips11_max_app7
75.0,10291.0,4016.0,7.0,41.0,137.21333333333334,20.0,0.0,0.3902439024390244,0.0,40.0,heatmap_np75_npos10291_napp4016_ips7_max_app41
719.0,1389.0,9969.0,18.0,18.0,1.9318497913769124,20.0,0.0,7.177105831533478,8580.0,17.0,heatmap_np719_npos1389_napp9969_ips18_max_app18
441.0,7449.0,8451.0,12.0,30.0,16.891156462585034,20.0,0.0,1.1345146999597262,1002.0,29.0,heatmap_np441_npos7449_napp8451_ips12_max_app30
390.0,4139.0,14439.0,13.0,55.0,10.612820512820512,20.0,0.0,3.488523798018845,10300.0,40.0,heatmap_np390_npos4139_napp14439_ips13_max_app55
262.0,8394.0,12420.0,15.0,47.0,32.038167938931295,20.0,0.0,1.4796283059328093,4026.0,40.0,heatmap_np262_npos8394_napp12420_ips15_max_app47
508.0,5535.0,427.0,10.0,22.0,10.895669291338583,20.0,0.0,0.07714543812104788,0.0,21.0,heatmap_np508_npos5535_napp427_ips10_max_app22
650.0,11547.0,16904.0,20.0,11.0,17.764615384615386,20.0,0.0,1.4639300251147485,5357.0,10.0,heatmap_np650_npos11547_napp16904_ips20_max_app11
207.0,2288.0,4875.0,5.0,35.0,11.053140096618357,20.0,0.0,2.1306818181818183,2587.0,34.0,heatmap_np207_npos2288_napp4875_ips5_max_app35
191.0,8795.0,1983.0,11.0,21.0,46.047120418848166,20.0,0.0,0.22546901648664014,0.0,20.0,heatmap_np191_npos8795_napp1983_ips11_max_app21
634.0,5887.0,12291.0,14.0,53.0,9.285488958990536,20.0,0.0,2.08782062170885,6404.0,40.0,heatmap_np634_npos5887_napp12291_ips14_max_app53
516.0,11947.0,6418.0,8.0,37.0,23.1531007751938,20.0,0.0,0.5372059931363522,0.0,36.0,heatmap_np516_npos11947_napp6418_ips8_max_app37
271.0,2640.0,16761.0,17.0,6.0,9.74169741697417,20.0,0.0,6.348863636363636,14121.0,5.0,heatmap_np271_npos2640_napp16761_ips17_max_app6
400.0,9895.0,10388.0,19.0,13.0,24.7375,20.0,0.0,1.049823143001516,493.0,12.0,heatmap_np400_npos9895_napp10388_ips19_max_app13
451.0,1039.0,2750.0,6.0,43.0,2.303769401330377,20.0,0.0,2.6467757459095282,1711.0,40.0,heatmap_np451_npos1039_napp2750_ips6_max_app43
704.0,7053.0,14871.0,16.0,60.0,10.018465909090908,20.0,0.0,2.108464483198639,7818.0,40.0,heatmap_np704_npos7053_napp14871_ips16_max_app60
60.0,3788.0,7197.0,9.0,28.0,63.13333333333333,20.0,0.0,1.899947201689546,3409.0,27.0,heatmap_np60_npos3788_napp7197_ips9_max_app28
36.0,11130.0,13838.0,5.0,36.0,309.1666666666667,20.0,0.0,1.2433063791554357,2708.0,35.0,heatmap_np36_npos11130_napp13838_ips5_max_app36
776.0,2052.0,8025.0,20.0,25.0,2.6443298969072164,20.0,0.0,3.9108187134502925,5973.0,24.0,heatmap_np776_npos2052_napp8025_ips20_max_app25
473.0,7890.0,9314.0,10.0,9.0,16.68076109936575,20.0,0.0,1.1804816223067174,1424.0,8.0,heatmap_np473_npos7890_napp9314_ips10_max_app9
326.0,5199.0,3467.0,15.0,34.0,15.947852760736197,20.0,0.0,0.6668590113483363,0.0,33.0,heatmap_np326_npos5199_napp3467_ips15_max_app34
246.0,6283.0,5415.0,13.0,40.0,25.540650406504064,20.0,0.0,0.8618494349832883,0.0,39.0,heatmap_np246_npos6283_napp5415_ips13_max_app40
593.0,3152.0,17549.0,12.0,15.0,5.315345699831366,20.0,0.0,5.56757614213198,14397.0,14.0,heatmap_np593_npos3152_napp17549_ips12_max_app15
661.0,9037.0,880.0,18.0,32.0,13.671709531013615,20.0,0.0,0.09737744826823061,0.0,31.0,heatmap_np661_npos9037_napp880_ips18_max_app32
