n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulated_positions,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,pct_of_app_match_via_signal_given_matched_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,pct_of_app_match_via_signal_given_matched_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,pct_of_app_match_via_signal_given_matched_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,pct_of_app_match_via_signal_given_matched_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,pct_of_app_match_via_signal_given_matched_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga,pct_of_app_match_via_signal_given_matched_best_piga,best_signal_pamgs,reviews_per_program_best_pamgs,unmatched_applicants_best_pamgs,unfilled_spots_best_pamgs,pct_interview_given_signal_best_pamgs,pct_interview_given_nosignal_best_pamgs,pct_interview_given_application_best_pamgs,pct_of_app_match_via_signal_given_matched_best_pamgs
189,1805,3017,20,42,1.773662551,1316,9,1701,10,0,39,Anesthesiology_ma42_ips20,13,215.8365079365079,1316.0,0.0,0.8669794242880089,0.0001851576697564,0.2684786211468346,1.0,1,670.4444444444445,1316.0,0.0,1.0540271793172025,0.24931890021585,0.2684786211468346,0.993592004703116,1,670.4444444444445,1316.0,0.0,1.0540271793172025,0.24931890021585,0.2684786211468346,0.993592004703116,1,670.4444444444445,1316.0,0.0,1.0540271793172025,0.24931890021585,0.2684786211468346,0.993592004703116,0,670.4444444444445,2115.1,799.1,0.0,0.2684786211468346,0.2684786211468346,0.0,0,670.4444444444445,2115.1,799.1,0.0,0.2684786211468346,0.2684786211468346,0.0,3,670.4444444444445,1316.0,0.0,1.0435642470445254,0.2088566499239353,0.2684786211468346,1.0
189,1805,3017,17,47,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma47_ips17,12,192.45079365079368,1316.0,0.0,0.7986714175229256,1.799327619678962e-05,0.2039295058498297,1.0,1,750.2592592592592,1316.0,0.0,1.0440172356645676,0.1856667291147266,0.2039295058498297,0.993885949441505,1,750.2592592592592,1316.0,0.0,1.0440172356645676,0.1856667291147266,0.2039295058498297,0.993885949441505,1,750.2592592592592,1316.0,0.0,1.0440172356645676,0.1856667291147266,0.2039295058498297,0.993885949441505,0,750.2592592592592,2315.3,999.3,0.0,0.2039295058498297,0.2039295058498297,0.0,0,750.2592592592592,2315.3,999.3,0.0,0.2039295058498297,0.2039295058498297,0.0,2,750.2592592592592,1316.0,0.0,1.040951276102088,0.1667285382830626,0.2039295058498297,1.0
189,1805,3017,11,38,1.773662551,1316,9,1701,10,0,35,Anesthesiology_ma38_ips11,8,129.478835978836,1316.1,0.1,0.7750911501491549,3.756490995470114e-05,0.1632067407497863,1.0,1,606.5925925925927,1316.0,0.0,1.0275107722903547,0.1398471723297709,0.1632067407497863,0.994238683127572,1,606.5925925925927,1316.0,0.0,1.0275107722903547,0.1398471723297709,0.1632067407497863,0.994238683127572,1,606.5925925925927,1316.0,0.0,1.0275107722903547,0.1398471723297709,0.1632067407497863,0.994238683127572,0,606.5925925925927,2442.5,1126.5,0.0,0.1632067407497863,0.1632067407497863,0.0,0,606.5925925925927,2442.5,1126.5,0.0,0.1632067407497863,0.1632067407497863,0.0,3,606.5925925925927,1316.0,0.0,1.0166942879239866,0.090050665277712,0.1632067407497863,1.0
189,1805,3017,15,23,1.773662551,1316,9,1701,10,0,20,Anesthesiology_ma23_ips15,10,164.33597883597886,1316.0,0.0,0.8448922770964533,0.0006272150123658,0.3676989811358822,1.0,1,367.14814814814815,1316.0,0.0,1.0390785548558168,0.337181727784976,0.3676989811358822,0.9937095825984716,1,367.14814814814815,1316.0,0.0,1.0390785548558168,0.337181727784976,0.3676989811358822,0.9937095825984716,1,367.14814814814815,1316.0,0.0,1.0390785548558168,0.337181727784976,0.3676989811358822,0.9937095825984716,0,367.14814814814815,1801.7,485.7,0.0,0.3676989811358822,0.3676989811358822,0.0,0,367.14814814814815,1801.7,485.7,0.0,0.3676989811358822,0.3676989811358822,0.0,3,367.14814814814815,1316.0,0.0,1.0283394100099437,0.268602916804773,0.3676989811358822,1.0
189,1805,3017,8,18,1.773662551,1316,9,1701,10,0,15,Anesthesiology_ma18_ips8,6,96.3015873015873,1318.1,2.1,0.7516627996906419,3.866976024748647e-05,0.2505800464037123,1.0,3,287.2121693121693,1316.0,0.0,1.007369351452878,0.0992221853938791,0.2505800464037123,1.0,3,287.2121693121693,1316.0,0.0,1.007369351452878,0.0992221853938791,0.2505800464037123,1.0,1,287.33333333333337,1316.3,0.3,1.0191581040768978,0.2053695724229366,0.2505800464037123,0.9949434234279148,0,287.33333333333337,2142.0,826.0,0.0,0.2505800464037123,0.2505800464037123,0.0,0,287.33333333333337,2142.0,826.0,0.0,0.2505800464037123,0.2505800464037123,0.0,3,287.2121693121693,1316.0,0.0,1.007369351452878,0.0992221853938791,0.2505800464037123,1.0
189,1805,3017,9,33,1.773662551,1316,9,1701,10,0,30,Anesthesiology_ma33_ips9,7,112.42063492063492,1319.1,3.1,0.7248543965149865,1.0198618087249178e-05,0.1537650284750053,1.0,1,526.7777777777777,1316.0,0.0,1.019721577726218,0.1267038863109048,0.1537650284750053,0.9941211052322164,1,526.7777777777777,1316.0,0.0,1.019721577726218,0.1267038863109048,0.1537650284750053,0.9941211052322164,1,526.7777777777777,1316.0,0.0,1.019721577726218,0.1267038863109048,0.1537650284750053,0.9941211052322164,0,526.7777777777777,2458.5,1142.5,0.0,0.1537650284750053,0.1537650284750053,0.0,0,526.7777777777777,2458.5,1142.5,0.0,0.1537650284750053,0.1537650284750053,0.0,2,526.7777777777777,1316.1,0.1,1.0163573085846866,0.0981139136292193,0.1537650284750053,1.0
189,1805,3017,9,46,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma46_ips9,7,112.06825396825396,1316.9,0.9,0.7248780718784034,2.5496545218122944e-06,0.1103096943407646,1.0,1,734.2962962962963,1316.0,0.0,1.0229366920782237,0.0900290943910433,0.1103096943407646,0.995296884185773,1,734.2962962962963,1316.0,0.0,1.0229366920782237,0.0900290943910433,0.1103096943407646,0.995296884185773,1,734.2962962962963,1316.0,0.0,1.0229366920782237,0.0900290943910433,0.1103096943407646,0.995296884185773,0,734.2962962962963,2613.4,1297.4,0.0,0.1103096943407646,0.1103096943407646,0.0,0,734.2962962962963,2613.4,1297.4,0.0,0.1103096943407646,0.1103096943407646,0.0,3,734.2962962962963,1316.0,0.0,1.0102972047287593,0.0475198680346255,0.1103096943407646,1.0
189,1805,3017,10,5,1.773662551,1316,9,1701,10,0,4,Anesthesiology_ma5_ips10,4,79.79312169312168,1316.0,0.0,1.005029830957905,0.9383824991713624,0.9917003646005966,1.0,0,79.81481481481481,1316.0,0.0,0.0,0.992403049386808,0.992403049386808,0.0,0,79.81481481481481,1316.0,0.0,0.0,0.992403049386808,0.992403049386808,0.0,1,79.81481481481481,1316.0,0.0,1.021378853165396,0.984852502485913,0.9921577726218098,0.9948265726043504,0,79.81481481481481,1316.0,0.0,0.0,0.992403049386808,0.992403049386808,0.0,3,79.81481481481481,1316.0,0.0,1.0105955143078114,0.9664401723566456,0.992933377527345,1.0,3,79.81481481481481,1316.0,0.0,1.0105955143078114,0.9664401723566456,0.992933377527345,1.0
189,1805,3017,13,60,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma60_ips13,9,152.26349206349207,1316.0,0.0,0.8141236695761057,4.614374752221074e-05,0.1221577726218097,1.0,1,957.7777777777776,1316.0,0.0,1.032515744116672,0.1067279764947781,0.1221577726218097,0.9958847736625516,1,957.7777777777776,1316.0,0.0,1.032515744116672,0.1067279764947781,0.1221577726218097,0.9958847736625516,1,957.7777777777776,1316.0,0.0,1.032515744116672,0.1067279764947781,0.1221577726218097,0.9958847736625516,0,957.7777777777776,2584.1,1268.1,0.0,0.1221577726218097,0.1221577726218097,0.0,0,957.7777777777776,2584.1,1268.1,0.0,0.1221577726218097,0.1221577726218097,0.0,2,957.7777777777776,1316.0,0.0,1.0285051375538612,0.0909044152103596,0.1221577726218097,1.0
189,1805,3017,10,51,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma51_ips10,7,120.01640211640212,1316.0,0.0,0.805113878498035,5.1224877210956105e-05,0.110550020472226,1.0,1,814.1111111111111,1316.0,0.0,1.0243619489559164,0.0922737819025522,0.110550020472226,0.9961787184009406,1,814.1111111111111,1316.0,0.0,1.0243619489559164,0.0922737819025522,0.110550020472226,0.9961787184009406,1,814.1111111111111,1316.0,0.0,1.0243619489559164,0.0922737819025522,0.110550020472226,0.9961787184009406,0,814.1111111111111,2616.1,1300.1,0.0,0.110550020472226,0.110550020472226,0.0,0,814.1111111111111,2616.1,1300.1,0.0,0.110550020472226,0.110550020472226,0.0,3,814.1111111111111,1316.0,0.0,1.0135786100983315,0.0541107336205944,0.110550020472226,1.0
78,195,286,11,26,1.833333333,130,2,156,10,0,23,Child Neurology_ma26_ips11,8,33.134615384615394,130.3,0.3,0.7449737762237763,0.0022338772338772,0.2307692307692307,1.0,4,91.72820512820512,130.0,0.0,1.0218531468531469,0.086935791481246,0.2307692307692307,1.0,4,91.72820512820512,130.0,0.0,1.0218531468531469,0.086935791481246,0.2307692307692307,1.0,1,95.33333333333334,130.6,0.6,1.054895104895105,0.1978041958041957,0.2307692307692307,0.9227768857749884,0,95.33333333333334,201.7,71.7,0.0,0.2307692307692307,0.2307692307692307,0.0,0,95.33333333333334,201.7,71.7,0.0,0.2307692307692307,0.2307692307692307,0.0,4,91.72820512820512,130.0,0.0,1.0218531468531469,0.086935791481246,0.2307692307692307,1.0
78,195,286,17,16,1.833333333,130,2,156,10,0,13,Child Neurology_ma16_ips17,11,42.35000000000001,130.0,0.0,0.8346789574062303,0.0182517482517482,0.5795454545454547,1.0,1,58.66666666666666,130.0,0.0,1.0944055944055946,0.5452214452214452,0.5795454545454547,0.9064102564102564,1,58.66666666666666,130.0,0.0,1.0944055944055946,0.5452214452214452,0.5795454545454547,0.9064102564102564,1,58.66666666666666,130.0,0.0,1.0944055944055946,0.5452214452214452,0.5795454545454547,0.9064102564102564,0,58.66666666666666,134.0,4.0,0.0,0.5795454545454547,0.5795454545454547,0.0,0,58.66666666666666,134.0,4.0,0.0,0.5795454545454547,0.5795454545454547,0.0,4,58.66666666666666,130.0,0.0,1.0641608391608393,0.4179778554778554,0.5795236013986015,1.0
78,195,286,5,40,1.833333333,130,2,156,10,0,37,Child Neurology_ma40_ips5,5,18.98846153846154,140.7,10.7,0.545034965034965,5.994005994005994e-05,0.0681818181818181,1.0,3,57.25641025641026,131.4,1.4,0.8319347319347319,0.0062559062559062,0.0681818181818181,1.0,3,57.25641025641026,131.4,1.4,0.8319347319347319,0.0062559062559062,0.0681818181818181,1.0,1,146.09871794871796,136.8,6.8,1.016083916083916,0.0438766361843284,0.0681818181818181,0.9699445878619708,0,146.66666666666669,256.1,126.1,0.0,0.0681818181818181,0.0681818181818181,0.0,0,146.66666666666669,256.1,126.1,0.0,0.0681818181818181,0.0681818181818181,0.0,3,57.25641025641026,131.4,1.4,0.8319347319347319,0.0062559062559062,0.0681818181818181,1.0
78,195,286,8,10,1.833333333,130,2,156,10,0,7,Child Neurology_ma10_ips8,6,22.869230769230768,131.7,1.7,0.7205710955710956,0.0100524475524475,0.4363636363636363,1.0,3,34.47051282051282,130.1,0.1,1.005011655011655,0.1926573426573427,0.4363636363636363,0.9980727874276262,3,34.47051282051282,130.1,0.1,1.005011655011655,0.1926573426573427,0.4363636363636363,0.9980727874276262,1,36.66666666666667,130.3,0.3,1.0405594405594405,0.3692307692307692,0.4363636363636363,0.9248879615008648,0,36.66666666666667,154.4,24.4,0.0,0.4363636363636363,0.4363636363636363,0.0,0,36.66666666666667,154.4,24.4,0.0,0.4363636363636363,0.4363636363636363,0.0,4,28.356410256410253,130.1,0.1,0.9393356643356642,0.101048951048951,0.4363636363636363,1.0
78,195,286,8,35,1.833333333,130,2,156,10,0,32,Child Neurology_ma35_ips8,7,26.996153846153845,136.5,6.5,0.621978021978022,0.0003496503496503,0.1246753246753246,1.0,4,83.7730769230769,130.0,0.0,0.9409965034965035,0.0193435596661403,0.1246753246753246,1.0,4,83.7730769230769,130.0,0.0,0.9409965034965035,0.0193435596661403,0.1246753246753246,1.0,1,128.33333333333331,133.5,3.5,1.0384615384615388,0.0977992595639654,0.1246753246753246,0.9448359495827964,0,128.33333333333331,237.5,107.5,0.0,0.1246753246753246,0.1246753246753246,0.0,0,128.33333333333331,237.5,107.5,0.0,0.1246753246753246,0.1246753246753246,0.0,3,116.26666666666668,130.2,0.2,1.0034965034965038,0.0422858391608391,0.1246753246753246,1.0
78,195,286,12,6,1.833333333,130,2,156,10,0,4,Child Neurology_ma6_ips12,4,21.92179487179488,130.0,0.0,1.018269230769231,0.8192307692307693,0.9519230769230768,1.0,0,22.0,130.0,0.0,0.0,0.9571678321678322,0.9571678321678322,0.0,0,22.0,130.0,0.0,0.0,0.9571678321678322,0.9571678321678322,0.0,1,22.0,130.0,0.0,1.0573426573426574,0.9362937062937065,0.9564685314685312,0.9224358974358976,0,22.0,130.0,0.0,0.0,0.9571678321678322,0.9571678321678322,0.0,2,22.0,130.0,0.0,1.0465034965034965,0.916083916083916,0.9595571095571096,0.9846153846153844,4,21.92179487179488,130.0,0.0,1.018269230769231,0.8192307692307693,0.9519230769230768,1.0
78,195,286,8,17,1.833333333,130,2,156,10,0,14,Child Neurology_ma17_ips8,6,25.05128205128205,132.4,2.4,0.7212703962703962,0.0032739987285441,0.2566844919786096,1.0,4,42.93076923076923,130.0,0.0,0.945192307692308,0.0448359332974717,0.2566844919786096,1.0,4,42.93076923076923,130.0,0.0,0.945192307692308,0.0448359332974717,0.2566844919786096,1.0,1,62.333333333333336,131.4,1.4,1.0391608391608391,0.2077797202797203,0.2566844919786096,0.9398088681295512,0,62.333333333333336,193.8,63.8,0.0,0.2566844919786096,0.2566844919786096,0.0,0,62.333333333333336,193.8,63.8,0.0,0.2566844919786096,0.2566844919786096,0.0,3,57.53717948717949,130.2,0.2,0.999067599067599,0.0976023976023976,0.2566844919786096,1.0
78,195,286,11,11,1.833333333,130,2,156,10,0,8,Child Neurology_ma11_ips11,7,28.45128205128205,130.0,0.0,0.8369130869130869,0.0354020979020979,0.5454545454545453,1.0,3,40.33333333333333,130.0,0.0,1.0369463869463869,0.3611451048951049,0.5454545454545453,0.9993589743589744,3,40.33333333333333,130.0,0.0,1.0369463869463869,0.3611451048951049,0.5454545454545453,0.9993589743589744,1,40.33333333333333,130.1,0.1,1.060839160839161,0.4938811188811189,0.5454227590591225,0.9217576509511994,0,40.33333333333333,139.0,9.0,0.0,0.5454545454545453,0.5454545454545453,0.0,0,40.33333333333333,139.0,9.0,0.0,0.5454545454545453,0.5454545454545453,0.0,5,35.444871794871794,130.1,0.1,0.9858741258741258,0.1783799533799533,0.5454227590591225,1.0
78,195,286,7,47,1.833333333,130,2,156,10,0,40,Child Neurology_ma47_ips7,6,25.996153846153845,134.6,4.6,0.6343240093240092,0.000298482005799,0.081237911025145,1.0,3,138.79743589743592,130.3,0.3,0.9758741258741258,0.0202399872854418,0.081237911025145,1.0,3,138.79743589743592,130.3,0.3,0.9758741258741258,0.0202399872854418,0.081237911025145,1.0,1,172.33333333333331,134.8,4.8,1.0353146853146853,0.0604971115840681,0.081237911025145,0.94307199658841,0,172.33333333333331,254.0,124.0,0.0,0.081237911025145,0.081237911025145,0.0,0,172.33333333333331,254.0,124.0,0.0,0.081237911025145,0.081237911025145,0.0,3,138.79743589743592,130.3,0.3,0.9758741258741258,0.0202399872854418,0.081237911025145,1.0
78,195,286,13,27,1.833333333,130,2,156,10,0,24,Child Neurology_ma27_ips13,9,37.560256410256414,130.3,0.3,0.7822843822843822,0.0027972027972027,0.2626262626262626,1.0,4,98.66025641025642,130.0,0.0,1.034527972027972,0.1283824870781392,0.2626262626262626,1.0,4,98.66025641025642,130.0,0.0,1.034527972027972,0.1283824870781392,0.2626262626262626,1.0,1,99.0,130.1,0.1,1.072027972027972,0.2314954276492737,0.2626262626262626,0.9185483870967742,0,99.0,195.4,65.4,0.0,0.2626262626262626,0.2626262626262626,0.0,0,99.0,195.4,65.4,0.0,0.2626262626262626,0.2626262626262626,0.0,3,99.0,130.1,0.1,1.0502331002331,0.1641754079254079,0.2626262626262626,1.0
