n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,result_file_prefix,signal_value,reviews
189,1805,3017,5,37,Anesthesiology_ma37_ips5,6,95.77777777777774
189,1805,3017,5,37,Anesthesiology_ma37_ips5,7,111.74074074074076
189,1805,3017,5,37,Anesthesiology_ma37_ips5,8,127.70370370370372
189,1805,3017,5,37,Anesthesiology_ma37_ips5,9,143.66666666666669
189,1805,3017,5,37,Anesthesiology_ma37_ips5,10,159.62962962962962
189,1805,3017,5,37,Anesthesiology_ma37_ips5,11,175.59259259259258
189,1805,3017,5,37,Anesthesiology_ma37_ips5,12,191.5555555555556
189,1805,3017,5,37,Anesthesiology_ma37_ips5,13,207.51851851851853
189,1805,3017,5,37,Anesthesiology_ma37_ips5,14,223.48148148148147
189,1805,3017,5,37,Anesthesiology_ma37_ips5,15,239.44444444444449
189,1805,3017,5,37,Anesthesiology_ma37_ips5,16,255.40740740740745
189,1805,3017,5,37,Anesthesiology_ma37_ips5,17,271.3703703703704
189,1805,3017,5,37,Anesthesiology_ma37_ips5,18,287.33333333333337
189,1805,3017,5,37,Anesthesiology_ma37_ips5,19,303.29629629629636
189,1805,3017,5,37,Anesthesiology_ma37_ips5,20,319.25925925925924
189,1805,3017,5,37,Anesthesiology_ma37_ips5,21,335.22222222222223
189,1805,3017,5,37,Anesthesiology_ma37_ips5,22,351.1851851851852
189,1805,3017,5,37,Anesthesiology_ma37_ips5,23,367.14814814814815
189,1805,3017,5,37,Anesthesiology_ma37_ips5,24,383.11111111111114
189,1805,3017,5,37,Anesthesiology_ma37_ips5,25,399.074074074074
189,1805,3017,5,37,Anesthesiology_ma37_ips5,26,415.03703703703707
189,1805,3017,5,37,Anesthesiology_ma37_ips5,27,431.0
189,1805,3017,5,37,Anesthesiology_ma37_ips5,28,446.96296296296293
189,1805,3017,5,37,Anesthesiology_ma37_ips5,29,462.9259259259259
189,1805,3017,5,37,Anesthesiology_ma37_ips5,30,478.88888888888886
189,1805,3017,5,37,Anesthesiology_ma37_ips5,31,494.8518518518519
189,1805,3017,5,37,Anesthesiology_ma37_ips5,32,510.8148148148149
189,1805,3017,5,37,Anesthesiology_ma37_ips5,33,526.7777777777777
189,1805,3017,5,37,Anesthesiology_ma37_ips5,34,542.7407407407408
189,1805,3017,5,37,Anesthesiology_ma37_ips5,35,558.7037037037037
189,1805,3017,5,37,Anesthesiology_ma37_ips5,36,574.6666666666667
189,1805,3017,7,36,Anesthesiology_ma36_ips7,0,574.6666666666667
189,1805,3017,7,36,Anesthesiology_ma36_ips7,1,574.6666666666667
189,1805,3017,7,36,Anesthesiology_ma36_ips7,2,574.6666666666667
189,1805,3017,7,36,Anesthesiology_ma36_ips7,3,569.3714285714285
189,1805,3017,7,36,Anesthesiology_ma36_ips7,4,385.0407407407407
189,1805,3017,7,36,Anesthesiology_ma36_ips7,5,113.92804232804235
189,1805,3017,7,36,Anesthesiology_ma36_ips7,6,96.03174603174601
189,1805,3017,7,36,Anesthesiology_ma36_ips7,7,111.74074074074076
189,1805,3017,7,36,Anesthesiology_ma36_ips7,8,127.70370370370372
189,1805,3017,7,36,Anesthesiology_ma36_ips7,9,143.66666666666669
189,1805,3017,7,36,Anesthesiology_ma36_ips7,10,159.62962962962962
189,1805,3017,7,36,Anesthesiology_ma36_ips7,11,175.59259259259258
189,1805,3017,7,36,Anesthesiology_ma36_ips7,12,191.5555555555556
189,1805,3017,7,36,Anesthesiology_ma36_ips7,13,207.51851851851853
189,1805,3017,7,36,Anesthesiology_ma36_ips7,14,223.48148148148147
189,1805,3017,7,36,Anesthesiology_ma36_ips7,15,239.44444444444449
189,1805,3017,7,36,Anesthesiology_ma36_ips7,16,255.40740740740745
189,1805,3017,7,36,Anesthesiology_ma36_ips7,17,271.3703703703704
189,1805,3017,7,36,Anesthesiology_ma36_ips7,18,287.33333333333337
189,1805,3017,7,36,Anesthesiology_ma36_ips7,19,303.29629629629636
189,1805,3017,7,36,Anesthesiology_ma36_ips7,20,319.25925925925924
189,1805,3017,7,36,Anesthesiology_ma36_ips7,21,335.22222222222223
189,1805,3017,7,36,Anesthesiology_ma36_ips7,22,351.1851851851852
189,1805,3017,7,36,Anesthesiology_ma36_ips7,23,367.14814814814815
189,1805,3017,7,36,Anesthesiology_ma36_ips7,24,383.11111111111114
189,1805,3017,7,36,Anesthesiology_ma36_ips7,25,399.074074074074
189,1805,3017,7,36,Anesthesiology_ma36_ips7,26,415.03703703703707
189,1805,3017,7,36,Anesthesiology_ma36_ips7,27,431.0
189,1805,3017,7,36,Anesthesiology_ma36_ips7,28,446.96296296296293
189,1805,3017,7,36,Anesthesiology_ma36_ips7,29,462.9259259259259
189,1805,3017,7,36,Anesthesiology_ma36_ips7,30,478.88888888888886
189,1805,3017,7,36,Anesthesiology_ma36_ips7,31,494.8518518518519
189,1805,3017,7,36,Anesthesiology_ma36_ips7,32,510.8148148148149
189,1805,3017,7,36,Anesthesiology_ma36_ips7,33,526.7777777777777
189,1805,3017,7,36,Anesthesiology_ma36_ips7,34,542.7407407407408
189,1805,3017,7,36,Anesthesiology_ma36_ips7,35,558.7037037037037
189,1805,3017,16,35,Anesthesiology_ma35_ips16,0,558.7037037037037
189,1805,3017,16,35,Anesthesiology_ma35_ips16,1,558.7037037037037
189,1805,3017,16,35,Anesthesiology_ma35_ips16,2,558.7037037037037
189,1805,3017,16,35,Anesthesiology_ma35_ips16,3,558.7037037037037
189,1805,3017,16,35,Anesthesiology_ma35_ips16,4,558.7037037037037
189,1805,3017,16,35,Anesthesiology_ma35_ips16,5,558.7037037037037
189,1805,3017,16,35,Anesthesiology_ma35_ips16,6,558.7037037037037
189,1805,3017,16,35,Anesthesiology_ma35_ips16,7,558.2201058201057
189,1805,3017,16,35,Anesthesiology_ma35_ips16,8,543.6380952380953
189,1805,3017,16,35,Anesthesiology_ma35_ips16,9,445.39629629629627
189,1805,3017,16,35,Anesthesiology_ma35_ips16,10,292.14550264550263
189,1805,3017,16,35,Anesthesiology_ma35_ips16,11,197.31269841269844
189,1805,3017,16,35,Anesthesiology_ma35_ips16,12,192.98095238095237
189,1805,3017,16,35,Anesthesiology_ma35_ips16,13,207.51851851851853
189,1805,3017,16,35,Anesthesiology_ma35_ips16,14,223.48148148148147
189,1805,3017,16,35,Anesthesiology_ma35_ips16,15,239.44444444444449
189,1805,3017,16,35,Anesthesiology_ma35_ips16,16,255.40740740740745
189,1805,3017,16,35,Anesthesiology_ma35_ips16,17,271.3703703703704
189,1805,3017,16,35,Anesthesiology_ma35_ips16,18,287.33333333333337
189,1805,3017,16,35,Anesthesiology_ma35_ips16,19,303.29629629629636
189,1805,3017,16,35,Anesthesiology_ma35_ips16,20,319.25925925925924
189,1805,3017,16,35,Anesthesiology_ma35_ips16,21,335.22222222222223
189,1805,3017,16,35,Anesthesiology_ma35_ips16,22,351.1851851851852
189,1805,3017,16,35,Anesthesiology_ma35_ips16,23,367.14814814814815
189,1805,3017,16,35,Anesthesiology_ma35_ips16,24,383.11111111111114
189,1805,3017,16,35,Anesthesiology_ma35_ips16,25,399.074074074074
189,1805,3017,16,35,Anesthesiology_ma35_ips16,26,415.03703703703707
189,1805,3017,16,35,Anesthesiology_ma35_ips16,27,431.0
189,1805,3017,16,35,Anesthesiology_ma35_ips16,28,446.96296296296293
189,1805,3017,16,35,Anesthesiology_ma35_ips16,29,462.9259259259259
189,1805,3017,16,35,Anesthesiology_ma35_ips16,30,478.88888888888886
189,1805,3017,16,35,Anesthesiology_ma35_ips16,31,494.8518518518519
189,1805,3017,16,35,Anesthesiology_ma35_ips16,32,510.8148148148149
189,1805,3017,16,35,Anesthesiology_ma35_ips16,33,526.7777777777777
189,1805,3017,16,35,Anesthesiology_ma35_ips16,34,542.7407407407408
189,1805,3017,6,17,Anesthesiology_ma17_ips6,0,271.3703703703704
189,1805,3017,6,17,Anesthesiology_ma17_ips6,1,271.3703703703704
189,1805,3017,6,17,Anesthesiology_ma17_ips6,2,271.12698412698415
189,1805,3017,6,17,Anesthesiology_ma17_ips6,3,244.95767195767198
189,1805,3017,6,17,Anesthesiology_ma17_ips6,4,105.27619047619046
189,1805,3017,6,17,Anesthesiology_ma17_ips6,5,80.44232804232804
189,1805,3017,6,17,Anesthesiology_ma17_ips6,6,95.77777777777774
189,1805,3017,6,17,Anesthesiology_ma17_ips6,7,111.74074074074076
189,1805,3017,6,17,Anesthesiology_ma17_ips6,8,127.70370370370372
189,1805,3017,6,17,Anesthesiology_ma17_ips6,9,143.66666666666669
189,1805,3017,6,17,Anesthesiology_ma17_ips6,10,159.62962962962962
189,1805,3017,6,17,Anesthesiology_ma17_ips6,11,175.59259259259258
189,1805,3017,6,17,Anesthesiology_ma17_ips6,12,191.5555555555556
189,1805,3017,6,17,Anesthesiology_ma17_ips6,13,207.51851851851853
189,1805,3017,6,17,Anesthesiology_ma17_ips6,14,223.48148148148147
189,1805,3017,6,17,Anesthesiology_ma17_ips6,15,239.44444444444449
189,1805,3017,6,17,Anesthesiology_ma17_ips6,16,255.40740740740745
189,1805,3017,10,30,Anesthesiology_ma30_ips10,0,478.88888888888886
189,1805,3017,10,30,Anesthesiology_ma30_ips10,1,478.88888888888886
189,1805,3017,10,30,Anesthesiology_ma30_ips10,2,478.88888888888886
189,1805,3017,10,30,Anesthesiology_ma30_ips10,3,478.88888888888886
189,1805,3017,10,30,Anesthesiology_ma30_ips10,4,478.88888888888886
189,1805,3017,10,30,Anesthesiology_ma30_ips10,5,453.16507936507935
189,1805,3017,10,30,Anesthesiology_ma30_ips10,6,281.0375661375661
189,1805,3017,10,30,Anesthesiology_ma30_ips10,7,137.27301587301585
189,1805,3017,10,30,Anesthesiology_ma30_ips10,8,128.67354497354498
189,1805,3017,10,30,Anesthesiology_ma30_ips10,9,143.66666666666669
189,1805,3017,10,30,Anesthesiology_ma30_ips10,10,159.62962962962962
189,1805,3017,10,30,Anesthesiology_ma30_ips10,11,175.59259259259258
189,1805,3017,10,30,Anesthesiology_ma30_ips10,12,191.5555555555556
189,1805,3017,10,30,Anesthesiology_ma30_ips10,13,207.51851851851853
189,1805,3017,10,30,Anesthesiology_ma30_ips10,14,223.48148148148147
189,1805,3017,10,30,Anesthesiology_ma30_ips10,15,239.44444444444449
189,1805,3017,10,30,Anesthesiology_ma30_ips10,16,255.40740740740745
189,1805,3017,10,30,Anesthesiology_ma30_ips10,17,271.3703703703704
189,1805,3017,10,30,Anesthesiology_ma30_ips10,18,287.33333333333337
189,1805,3017,10,30,Anesthesiology_ma30_ips10,19,303.29629629629636
189,1805,3017,10,30,Anesthesiology_ma30_ips10,20,319.25925925925924
189,1805,3017,10,30,Anesthesiology_ma30_ips10,21,335.22222222222223
189,1805,3017,10,30,Anesthesiology_ma30_ips10,22,351.1851851851852
189,1805,3017,10,30,Anesthesiology_ma30_ips10,23,367.14814814814815
189,1805,3017,10,30,Anesthesiology_ma30_ips10,24,383.11111111111114
189,1805,3017,10,30,Anesthesiology_ma30_ips10,25,399.074074074074
189,1805,3017,10,30,Anesthesiology_ma30_ips10,26,415.03703703703707
189,1805,3017,10,30,Anesthesiology_ma30_ips10,27,431.0
189,1805,3017,10,30,Anesthesiology_ma30_ips10,28,446.96296296296293
189,1805,3017,10,30,Anesthesiology_ma30_ips10,29,462.9259259259259
189,1805,3017,16,28,Anesthesiology_ma28_ips16,0,446.96296296296293
189,1805,3017,16,28,Anesthesiology_ma28_ips16,1,446.96296296296293
189,1805,3017,16,28,Anesthesiology_ma28_ips16,2,446.96296296296293
189,1805,3017,16,28,Anesthesiology_ma28_ips16,3,446.96296296296293
189,1805,3017,16,28,Anesthesiology_ma28_ips16,4,446.96296296296293
189,1805,3017,16,28,Anesthesiology_ma28_ips16,5,446.96296296296293
189,1805,3017,16,28,Anesthesiology_ma28_ips16,6,446.96296296296293
189,1805,3017,16,28,Anesthesiology_ma28_ips16,7,446.778835978836
189,1805,3017,16,28,Anesthesiology_ma28_ips16,8,436.5079365079365
189,1805,3017,16,28,Anesthesiology_ma28_ips16,9,365.72539682539684
189,1805,3017,16,28,Anesthesiology_ma28_ips16,10,247.61216931216936
189,1805,3017,16,28,Anesthesiology_ma28_ips16,11,190.66719576719575
189,1805,3017,16,28,Anesthesiology_ma28_ips16,12,192.66084656084658
189,1805,3017,16,28,Anesthesiology_ma28_ips16,13,207.51851851851853
189,1805,3017,16,28,Anesthesiology_ma28_ips16,14,223.48148148148147
189,1805,3017,16,28,Anesthesiology_ma28_ips16,15,239.44444444444449
189,1805,3017,16,28,Anesthesiology_ma28_ips16,16,255.40740740740745
189,1805,3017,16,28,Anesthesiology_ma28_ips16,17,271.3703703703704
189,1805,3017,16,28,Anesthesiology_ma28_ips16,18,287.33333333333337
189,1805,3017,16,28,Anesthesiology_ma28_ips16,19,303.29629629629636
189,1805,3017,16,28,Anesthesiology_ma28_ips16,20,319.25925925925924
189,1805,3017,16,28,Anesthesiology_ma28_ips16,21,335.22222222222223
189,1805,3017,16,28,Anesthesiology_ma28_ips16,22,351.1851851851852
189,1805,3017,16,28,Anesthesiology_ma28_ips16,23,367.14814814814815
189,1805,3017,16,28,Anesthesiology_ma28_ips16,24,383.11111111111114
189,1805,3017,16,28,Anesthesiology_ma28_ips16,25,399.074074074074
189,1805,3017,16,28,Anesthesiology_ma28_ips16,26,415.03703703703707
189,1805,3017,16,28,Anesthesiology_ma28_ips16,27,431.0
189,1805,3017,20,5,Anesthesiology_ma5_ips20,0,79.81481481481481
189,1805,3017,20,5,Anesthesiology_ma5_ips20,1,79.81481481481481
189,1805,3017,20,5,Anesthesiology_ma5_ips20,2,79.81481481481481
189,1805,3017,20,5,Anesthesiology_ma5_ips20,3,79.81481481481481
189,1805,3017,20,5,Anesthesiology_ma5_ips20,4,79.81481481481481
189,1805,3017,9,19,Anesthesiology_ma19_ips9,0,303.29629629629636
189,1805,3017,9,19,Anesthesiology_ma19_ips9,1,303.29629629629636
189,1805,3017,9,19,Anesthesiology_ma19_ips9,2,303.29629629629636
189,1805,3017,9,19,Anesthesiology_ma19_ips9,3,303.29629629629636
189,1805,3017,9,19,Anesthesiology_ma19_ips9,4,300.3137566137566
189,1805,3017,9,19,Anesthesiology_ma19_ips9,5,239.76137566137567
189,1805,3017,9,19,Anesthesiology_ma19_ips9,6,135.2328042328042
189,1805,3017,9,19,Anesthesiology_ma19_ips9,7,113.0952380952381
189,1805,3017,9,19,Anesthesiology_ma19_ips9,8,127.70370370370372
189,1805,3017,9,19,Anesthesiology_ma19_ips9,9,143.66666666666669
189,1805,3017,9,19,Anesthesiology_ma19_ips9,10,159.62962962962962
189,1805,3017,9,19,Anesthesiology_ma19_ips9,11,175.59259259259258
189,1805,3017,9,19,Anesthesiology_ma19_ips9,12,191.5555555555556
189,1805,3017,9,19,Anesthesiology_ma19_ips9,13,207.51851851851853
189,1805,3017,9,19,Anesthesiology_ma19_ips9,14,223.48148148148147
189,1805,3017,9,19,Anesthesiology_ma19_ips9,15,239.44444444444449
189,1805,3017,9,19,Anesthesiology_ma19_ips9,16,255.40740740740745
189,1805,3017,9,19,Anesthesiology_ma19_ips9,17,271.3703703703704
189,1805,3017,9,19,Anesthesiology_ma19_ips9,18,287.33333333333337
189,1805,3017,6,39,Anesthesiology_ma39_ips6,0,622.5555555555555
189,1805,3017,6,39,Anesthesiology_ma39_ips6,1,622.5555555555555
189,1805,3017,6,39,Anesthesiology_ma39_ips6,2,622.5555555555555
189,1805,3017,6,39,Anesthesiology_ma39_ips6,3,556.0910052910052
189,1805,3017,6,39,Anesthesiology_ma39_ips6,4,174.59312169312167
189,1805,3017,6,39,Anesthesiology_ma39_ips6,5,82.15449735449735
189,1805,3017,6,39,Anesthesiology_ma39_ips6,6,95.77777777777774
189,1805,3017,6,39,Anesthesiology_ma39_ips6,7,111.74074074074076
189,1805,3017,6,39,Anesthesiology_ma39_ips6,8,127.70370370370372
189,1805,3017,6,39,Anesthesiology_ma39_ips6,9,143.66666666666669
189,1805,3017,6,39,Anesthesiology_ma39_ips6,10,159.62962962962962
189,1805,3017,6,39,Anesthesiology_ma39_ips6,11,175.59259259259258
189,1805,3017,6,39,Anesthesiology_ma39_ips6,12,191.5555555555556
189,1805,3017,6,39,Anesthesiology_ma39_ips6,13,207.51851851851853
189,1805,3017,6,39,Anesthesiology_ma39_ips6,14,223.48148148148147
189,1805,3017,6,39,Anesthesiology_ma39_ips6,15,239.44444444444449
189,1805,3017,6,39,Anesthesiology_ma39_ips6,16,255.40740740740745
189,1805,3017,6,39,Anesthesiology_ma39_ips6,17,271.3703703703704
189,1805,3017,6,39,Anesthesiology_ma39_ips6,18,287.33333333333337
189,1805,3017,6,39,Anesthesiology_ma39_ips6,19,303.29629629629636
189,1805,3017,6,39,Anesthesiology_ma39_ips6,20,319.25925925925924
189,1805,3017,6,39,Anesthesiology_ma39_ips6,21,335.22222222222223
189,1805,3017,6,39,Anesthesiology_ma39_ips6,22,351.1851851851852
189,1805,3017,6,39,Anesthesiology_ma39_ips6,23,367.14814814814815
189,1805,3017,6,39,Anesthesiology_ma39_ips6,24,383.11111111111114
189,1805,3017,6,39,Anesthesiology_ma39_ips6,25,399.074074074074
189,1805,3017,6,39,Anesthesiology_ma39_ips6,26,415.03703703703707
189,1805,3017,6,39,Anesthesiology_ma39_ips6,27,431.0
189,1805,3017,6,39,Anesthesiology_ma39_ips6,28,446.96296296296293
189,1805,3017,6,39,Anesthesiology_ma39_ips6,29,462.9259259259259
189,1805,3017,6,39,Anesthesiology_ma39_ips6,30,478.88888888888886
189,1805,3017,6,39,Anesthesiology_ma39_ips6,31,494.8518518518519
189,1805,3017,6,39,Anesthesiology_ma39_ips6,32,510.8148148148149
189,1805,3017,6,39,Anesthesiology_ma39_ips6,33,526.7777777777777
189,1805,3017,6,39,Anesthesiology_ma39_ips6,34,542.7407407407408
189,1805,3017,6,39,Anesthesiology_ma39_ips6,35,558.7037037037037
189,1805,3017,6,39,Anesthesiology_ma39_ips6,36,574.6666666666667
189,1805,3017,6,39,Anesthesiology_ma39_ips6,37,590.6296296296297
189,1805,3017,6,39,Anesthesiology_ma39_ips6,38,606.5925925925927
189,1805,3017,16,31,Anesthesiology_ma31_ips16,0,494.8518518518519
189,1805,3017,16,31,Anesthesiology_ma31_ips16,1,494.8518518518519
189,1805,3017,16,31,Anesthesiology_ma31_ips16,2,494.8518518518519
189,1805,3017,16,31,Anesthesiology_ma31_ips16,3,494.8518518518519
189,1805,3017,16,31,Anesthesiology_ma31_ips16,4,494.8518518518519
189,1805,3017,16,31,Anesthesiology_ma31_ips16,5,494.8518518518519
189,1805,3017,16,31,Anesthesiology_ma31_ips16,6,494.8518518518519
189,1805,3017,16,31,Anesthesiology_ma31_ips16,7,494.8518518518519
189,1805,3017,16,31,Anesthesiology_ma31_ips16,8,479.91216931216934
189,1805,3017,16,31,Anesthesiology_ma31_ips16,9,405.94021164021166
189,1805,3017,16,31,Anesthesiology_ma31_ips16,10,264.07936507936506
189,1805,3017,16,31,Anesthesiology_ma31_ips16,11,193.55185185185184
189,1805,3017,16,31,Anesthesiology_ma31_ips16,12,193.1804232804233
189,1805,3017,16,31,Anesthesiology_ma31_ips16,13,207.51851851851853
189,1805,3017,16,31,Anesthesiology_ma31_ips16,14,223.48148148148147
189,1805,3017,16,31,Anesthesiology_ma31_ips16,15,239.44444444444449
189,1805,3017,16,31,Anesthesiology_ma31_ips16,16,255.40740740740745
189,1805,3017,16,31,Anesthesiology_ma31_ips16,17,271.3703703703704
189,1805,3017,16,31,Anesthesiology_ma31_ips16,18,287.33333333333337
189,1805,3017,16,31,Anesthesiology_ma31_ips16,19,303.29629629629636
189,1805,3017,16,31,Anesthesiology_ma31_ips16,20,319.25925925925924
189,1805,3017,16,31,Anesthesiology_ma31_ips16,21,335.22222222222223
189,1805,3017,16,31,Anesthesiology_ma31_ips16,22,351.1851851851852
189,1805,3017,16,31,Anesthesiology_ma31_ips16,23,367.14814814814815
189,1805,3017,16,31,Anesthesiology_ma31_ips16,24,383.11111111111114
189,1805,3017,16,31,Anesthesiology_ma31_ips16,25,399.074074074074
189,1805,3017,16,31,Anesthesiology_ma31_ips16,26,415.03703703703707
189,1805,3017,16,31,Anesthesiology_ma31_ips16,27,431.0
189,1805,3017,16,31,Anesthesiology_ma31_ips16,28,446.96296296296293
189,1805,3017,16,31,Anesthesiology_ma31_ips16,29,462.9259259259259
189,1805,3017,16,31,Anesthesiology_ma31_ips16,30,478.88888888888886
189,1805,3017,12,51,Anesthesiology_ma51_ips12,0,814.1111111111111
189,1805,3017,12,51,Anesthesiology_ma51_ips12,1,814.1111111111111
189,1805,3017,12,51,Anesthesiology_ma51_ips12,2,814.1111111111111
189,1805,3017,12,51,Anesthesiology_ma51_ips12,3,814.1111111111111
189,1805,3017,12,51,Anesthesiology_ma51_ips12,4,814.1111111111111
189,1805,3017,12,51,Anesthesiology_ma51_ips12,5,813.7074074074075
189,1805,3017,12,51,Anesthesiology_ma51_ips12,6,779.4560846560846
189,1805,3017,12,51,Anesthesiology_ma51_ips12,7,526.4105820105821
189,1805,3017,12,51,Anesthesiology_ma51_ips12,8,220.2148148148148
189,1805,3017,12,51,Anesthesiology_ma51_ips12,9,148.79576719576718
189,1805,3017,12,51,Anesthesiology_ma51_ips12,10,159.62962962962962
189,1805,3017,12,51,Anesthesiology_ma51_ips12,11,175.59259259259258
189,1805,3017,12,51,Anesthesiology_ma51_ips12,12,191.5555555555556
189,1805,3017,12,51,Anesthesiology_ma51_ips12,13,207.51851851851853
189,1805,3017,12,51,Anesthesiology_ma51_ips12,14,223.48148148148147
189,1805,3017,12,51,Anesthesiology_ma51_ips12,15,239.44444444444449
189,1805,3017,12,51,Anesthesiology_ma51_ips12,16,255.40740740740745
189,1805,3017,12,51,Anesthesiology_ma51_ips12,17,271.3703703703704
189,1805,3017,12,51,Anesthesiology_ma51_ips12,18,287.33333333333337
189,1805,3017,12,51,Anesthesiology_ma51_ips12,19,303.29629629629636
189,1805,3017,12,51,Anesthesiology_ma51_ips12,20,319.25925925925924
189,1805,3017,12,51,Anesthesiology_ma51_ips12,21,335.22222222222223
189,1805,3017,12,51,Anesthesiology_ma51_ips12,22,351.1851851851852
189,1805,3017,12,51,Anesthesiology_ma51_ips12,23,367.14814814814815
189,1805,3017,12,51,Anesthesiology_ma51_ips12,24,383.11111111111114
189,1805,3017,12,51,Anesthesiology_ma51_ips12,25,399.074074074074
189,1805,3017,12,51,Anesthesiology_ma51_ips12,26,415.03703703703707
189,1805,3017,12,51,Anesthesiology_ma51_ips12,27,431.0
189,1805,3017,12,51,Anesthesiology_ma51_ips12,28,446.96296296296293
189,1805,3017,12,51,Anesthesiology_ma51_ips12,29,462.9259259259259
189,1805,3017,12,51,Anesthesiology_ma51_ips12,30,478.88888888888886
189,1805,3017,12,51,Anesthesiology_ma51_ips12,31,494.8518518518519
189,1805,3017,12,51,Anesthesiology_ma51_ips12,32,510.8148148148149
189,1805,3017,12,51,Anesthesiology_ma51_ips12,33,526.7777777777777
189,1805,3017,12,51,Anesthesiology_ma51_ips12,34,542.7407407407408
189,1805,3017,12,51,Anesthesiology_ma51_ips12,35,558.7037037037037
189,1805,3017,12,51,Anesthesiology_ma51_ips12,36,574.6666666666667
189,1805,3017,12,51,Anesthesiology_ma51_ips12,37,590.6296296296297
189,1805,3017,12,51,Anesthesiology_ma51_ips12,38,606.5925925925927
189,1805,3017,12,51,Anesthesiology_ma51_ips12,39,622.5555555555555
189,1805,3017,12,51,Anesthesiology_ma51_ips12,40,638.5185185185185
189,1805,3017,12,30,Anesthesiology_ma30_ips12,0,478.88888888888886
189,1805,3017,12,30,Anesthesiology_ma30_ips12,1,478.88888888888886
189,1805,3017,12,30,Anesthesiology_ma30_ips12,2,478.88888888888886
189,1805,3017,12,30,Anesthesiology_ma30_ips12,3,478.88888888888886
189,1805,3017,12,30,Anesthesiology_ma30_ips12,4,478.88888888888886
189,1805,3017,12,30,Anesthesiology_ma30_ips12,5,478.88888888888886
189,1805,3017,12,30,Anesthesiology_ma30_ips12,6,456.92857142857144
189,1805,3017,12,30,Anesthesiology_ma30_ips12,7,324.5349206349207
189,1805,3017,12,30,Anesthesiology_ma30_ips12,8,170.76984126984127
189,1805,3017,12,30,Anesthesiology_ma30_ips12,9,147.17619047619047
