n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,spots_per_program,simulations_per_s,study_min_signal,applicants_per_position,minimum_unmatched,study_max_signal,result_file_prefix
238.0,3658.0,6753.0,18.0,38.0,15.369747899159664,20.0,0.0,1.8460907599781302,3095.0,37.0,heatmap_np238_npos3658_napp6753_ips18_max_app38
309.0,7126.0,2415.0,20.0,45.0,23.06148867313916,20.0,0.0,0.3388998035363458,0.0,40.0,heatmap_np309_npos7126_napp2415_ips20_max_app45
456.0,4407.0,10650.0,5.0,15.0,9.664473684210526,20.0,0.0,2.4166099387338327,6243.0,14.0,heatmap_np456_npos4407_napp10650_ips5_max_app15
795.0,9495.0,6970.0,15.0,26.0,11.943396226415095,20.0,0.0,0.7340705634544498,0.0,25.0,heatmap_np795_npos9495_napp6970_ips15_max_app26
55.0,2117.0,15171.0,10.0,55.0,38.49090909090909,20.0,0.0,7.166273027869627,13054.0,40.0,heatmap_np55_npos2117_napp15171_ips10_max_app55
78.0,5326.0,8254.0,6.0,23.0,68.28205128205128,20.0,0.0,1.5497559143822757,2928.0,22.0,heatmap_np78_npos5326_napp8254_ips6_max_app23
722.0,3085.0,13540.0,19.0,47.0,4.272853185595568,20.0,0.0,4.388978930307942,10455.0,40.0,heatmap_np722_npos3085_napp13540_ips19_max_app47
432.0,8026.0,3800.0,9.0,35.0,18.578703703703702,20.0,0.0,0.473461250934463,0.0,34.0,heatmap_np432_npos8026_napp3800_ips9_max_app35
381.0,463.0,9050.0,16.0,10.0,1.2152230971128608,20.0,0.0,19.546436285097194,8587.0,9.0,heatmap_np381_npos463_napp9050_ips16_max_app10
266.0,8780.0,17813.0,14.0,17.0,33.00751879699248,20.0,0.0,2.0288154897494306,9033.0,16.0,heatmap_np266_npos8780_napp17813_ips14_max_app17
511.0,1504.0,5082.0,11.0,43.0,2.943248532289628,20.0,0.0,3.3789893617021276,3578.0,40.0,heatmap_np511_npos1504_napp5082_ips11_max_app43
641.0,6484.0,13345.0,17.0,54.0,10.11544461778471,20.0,0.0,2.0581431215299197,6861.0,40.0,heatmap_np641_npos6484_napp13345_ips17_max_app54
197.0,3878.0,650.0,8.0,30.0,19.685279187817258,20.0,0.0,0.16761217122227953,0.0,29.0,heatmap_np197_npos3878_napp650_ips8_max_app30
187.0,9072.0,6072.0,10.0,45.0,48.51336898395722,20.0,0.0,0.6693121693121693,0.0,40.0,heatmap_np187_npos9072_napp6072_ips10_max_app45
631.0,1834.0,15994.0,15.0,12.0,2.906497622820919,20.0,0.0,8.72082878953108,14160.0,11.0,heatmap_np631_npos1834_napp15994_ips15_max_app12
526.0,6777.0,1618.0,5.0,28.0,12.884030418250951,20.0,0.0,0.23874870886823077,0.0,27.0,heatmap_np526_npos6777_napp1618_ips5_max_app28
281.0,4207.0,11504.0,20.0,59.0,14.97153024911032,20.0,0.0,2.7344901354884716,7297.0,40.0,heatmap_np281_npos4207_napp11504_ips20_max_app59
397.0,5033.0,15632.0,18.0,53.0,12.67758186397985,20.0,0.0,3.105901053049871,10599.0,40.0,heatmap_np397_npos5033_napp15632_ips18_max_app53
448.0,2751.0,7537.0,7.0,22.0,6.140625,20.0,0.0,2.7397310069065792,4786.0,21.0,heatmap_np448_npos2751_napp7537_ips7_max_app22
714.0,7733.0,11163.0,13.0,5.0,10.830532212885155,20.0,0.0,1.4435536014483383,3430.0,4.0,heatmap_np714_npos7733_napp11163_ips13_max_app5
70.0,130.0,3104.0,12.0,37.0,1.8571428571428572,20.0,0.0,23.876923076923077,2974.0,36.0,heatmap_np70_npos130_napp3104_ips12_max_app37
45.0,7457.0,9669.0,8.0,16.0,165.7111111111111,20.0,0.0,1.2966340351347727,2212.0,15.0,heatmap_np45_npos7457_napp9669_ips8_max_app16
785.0,4698.0,4243.0,17.0,40.0,5.984713375796178,20.0,0.0,0.9031502767134951,0.0,39.0,heatmap_np785_npos4698_napp4243_ips17_max_app40
471.0,9826.0,14176.0,11.0,56.0,20.861995753715497,20.0,0.0,1.4427030327702015,4350.0,40.0,heatmap_np471_npos9826_napp14176_ips11_max_app56
324.0,2408.0,8785.0,14.0,31.0,7.432098765432099,20.0,0.0,3.6482558139534884,6377.0,30.0,heatmap_np324_npos2408_napp8785_ips14_max_app31
255.0,8374.0,93.0,16.0,24.0,32.83921568627451,20.0,0.0,0.011105803678051111,0.0,23.0,heatmap_np255_npos8374_napp93_ips16_max_app24
602.0,659.0,12682.0,9.0,50.0,1.0946843853820598,20.0,0.0,19.244309559939303,12023.0,40.0,heatmap_np602_npos659_napp12682_ips9_max_app50
658.0,5748.0,4648.0,19.0,33.0,8.735562310030396,20.0,0.0,0.8086290883785665,0.0,32.0,heatmap_np658_npos5748_napp4648_ips19_max_app33
113.0,3364.0,17204.0,6.0,9.0,29.76991150442478,20.0,0.0,5.114149821640904,13840.0,8.0,heatmap_np113_npos3364_napp17204_ips6_max_app9
137.0,6233.0,3532.0,13.0,57.0,45.496350364963504,20.0,0.0,0.5666613187871009,0.0,40.0,heatmap_np137_npos6233_napp3532_ips13_max_app57
682.0,3503.0,9519.0,12.0,26.0,5.136363636363637,20.0,0.0,2.717385098487011,6016.0,25.0,heatmap_np682_npos3503_napp9519_ips12_max_app26
577.0,8523.0,8092.0,18.0,14.0,14.771230502599654,20.0,0.0,0.9494309515428839,0.0,13.0,heatmap_np577_npos8523_napp8092_ips18_max_app14
229.0,1134.0,14045.0,7.0,46.0,4.951965065502184,20.0,0.0,12.385361552028218,12911.0,40.0,heatmap_np229_npos1134_napp14045_ips7_max_app46
349.0,9687.0,13113.0,5.0,39.0,27.75644699140401,20.0,0.0,1.3536698668318365,3426.0,38.0,heatmap_np349_npos9687_napp13113_ips5_max_app39
496.0,1922.0,1085.0,20.0,6.0,3.875,20.0,0.0,0.5645161290322581,0.0,5.0,heatmap_np496_npos1922_napp1085_ips20_max_app6
761.0,6981.0,17616.0,10.0,20.0,9.173455978975033,20.0,0.0,2.5234207133648474,10635.0,19.0,heatmap_np761_npos6981_napp17616_ips10_max_app20
21.0,4549.0,5622.0,15.0,21.0,216.61904761904762,20.0,0.0,1.2358760167069687,1073.0,20.0,heatmap_np21_npos4549_napp5622_ips15_max_app21
94.0,7877.0,16688.0,19.0,29.0,83.79787234042553,20.0,0.0,2.118573060809953,8811.0,28.0,heatmap_np94_npos7877_napp16688_ips19_max_app29
422.0,5503.0,12215.0,16.0,42.0,13.040284360189574,20.0,0.0,2.219698346356533,6712.0,40.0,heatmap_np422_npos5503_napp12215_ips16_max_app42
371.0,2905.0,1767.0,9.0,18.0,7.830188679245283,20.0,0.0,0.6082616179001721,0.0,17.0,heatmap_np371_npos2905_napp1767_ips9_max_app18
306.0,6296.0,7124.0,11.0,11.0,20.575163398692812,20.0,0.0,1.1315120711562896,828.0,10.0,heatmap_np306_npos6296_napp7124_ips11_max_app11
551.0,4064.0,14657.0,14.0,35.0,7.375680580762251,20.0,0.0,3.6065452755905514,10593.0,34.0,heatmap_np551_npos4064_napp14657_ips14_max_app35
607.0,8918.0,2674.0,8.0,48.0,14.691927512355848,20.0,0.0,0.29984301412872844,0.0,40.0,heatmap_np607_npos8918_napp2674_ips8_max_app48
163.0,1363.0,10171.0,17.0,23.0,8.36196319018405,20.0,0.0,7.462215700660308,8808.0,22.0,heatmap_np163_npos1363_napp10171_ips17_max_app23
168.0,7739.0,3282.0,6.0,12.0,46.06547619047619,20.0,0.0,0.4240857991988629,0.0,11.0,heatmap_np168_npos7739_napp3282_ips6_max_app12
547.0,5136.0,7789.0,9.0,59.0,9.389396709323583,20.0,0.0,1.5165498442367602,2653.0,40.0,heatmap_np547_npos5136_napp7789_ips9_max_app59
298.0,2728.0,15462.0,16.0,29.0,9.154362416107382,20.0,0.0,5.6678885630498534,12734.0,28.0,heatmap_np298_npos2728_napp15462_ips16_max_app29
379.0,6822.0,11686.0,14.0,21.0,18.0,20.0,0.0,1.71298739372618,4864.0,20.0,heatmap_np379_npos6822_napp11686_ips14_max_app21
427.0,4087.0,1378.0,11.0,52.0,9.571428571428571,20.0,0.0,0.33716662588695867,0.0,40.0,heatmap_np427_npos4087_napp1378_ips11_max_app52
730.0,9215.0,16242.0,17.0,38.0,12.623287671232877,20.0,0.0,1.762561041779707,7027.0,37.0,heatmap_np730_npos9215_napp16242_ips17_max_app38
89.0,1772.0,5900.0,8.0,5.0,19.910112359550563,20.0,0.0,3.329571106094808,4128.0,4.0,heatmap_np89_npos1772_napp5900_ips8_max_app5
13.0,5665.0,16964.0,12.0,13.0,435.7692307692308,20.0,0.0,2.9945278022947925,11299.0,12.0,heatmap_np13_npos5665_napp16964_ips12_max_app13
757.0,3370.0,4830.0,13.0,16.0,4.451783355350066,20.0,0.0,1.4332344213649852,1460.0,15.0,heatmap_np757_npos3370_napp4830_ips13_max_app16
504.0,8351.0,12510.0,7.0,31.0,16.569444444444443,20.0,0.0,1.4980241887199137,4159.0,30.0,heatmap_np504_npos8351_napp12510_ips7_max_app31
354.0,762.0,340.0,18.0,57.0,2.152542372881356,20.0,0.0,0.4461942257217848,0.0,40.0,heatmap_np354_npos762_napp340_ips18_max_app57
224.0,9705.0,8542.0,20.0,49.0,43.325892857142854,20.0,0.0,0.8801648634724369,0.0,40.0,heatmap_np224_npos9705_napp8542_ips20_max_app49
569.0,2453.0,14354.0,5.0,24.0,4.3110720562390155,20.0,0.0,5.851610273134937,11901.0,23.0,heatmap_np569_npos2453_napp14354_ips5_max_app24
687.0,7395.0,4074.0,15.0,9.0,10.764192139737991,20.0,0.0,0.5509127789046653,0.0,8.0,heatmap_np687_npos7395_napp4074_ips15_max_app9
145.0,4841.0,9922.0,10.0,33.0,33.38620689655173,20.0,0.0,2.0495765337740135,5081.0,32.0,heatmap_np145_npos4841_napp9922_ips10_max_app33
121.0,6929.0,5243.0,17.0,27.0,57.264462809917354,20.0,0.0,0.7566748448549574,0.0,26.0,heatmap_np121_npos6929_napp5243_ips17_max_app27
663.0,4682.0,17938.0,8.0,58.0,7.06184012066365,20.0,0.0,3.831268688594618,13256.0,40.0,heatmap_np663_npos4682_napp17938_ips8_max_app58
595.0,9537.0,770.0,14.0,46.0,16.02857142857143,20.0,0.0,0.08073817762399077,0.0,40.0,heatmap_np595_npos9537_napp770_ips14_max_app46
250.0,1997.0,13502.0,11.0,13.0,7.988,20.0,0.0,6.761141712568853,11505.0,12.0,heatmap_np250_npos1997_napp13502_ips11_max_app13
328.0,8510.0,13660.0,9.0,7.0,25.945121951219512,20.0,0.0,1.6051703877790835,5150.0,6.0,heatmap_np328_npos8510_napp13660_ips9_max_app7
478.0,1228.0,8410.0,16.0,39.0,2.569037656903766,20.0,0.0,6.848534201954397,7182.0,38.0,heatmap_np478_npos1228_napp8410_ips16_max_app39
781.0,6122.0,9211.0,6.0,50.0,7.838668373879641,20.0,0.0,1.5045736687357072,3089.0,40.0,heatmap_np781_npos6122_napp9211_ips6_max_app50
38.0,3538.0,3925.0,19.0,19.0,93.10526315789474,20.0,0.0,1.109383832673827,387.0,18.0,heatmap_np38_npos3538_napp3925_ips19_max_app19
65.0,9051.0,10490.0,15.0,55.0,139.24615384615385,20.0,0.0,1.1589879571318087,1439.0,40.0,heatmap_np65_npos9051_napp10490_ips15_max_app55
706.0,1311.0,2289.0,10.0,29.0,1.8569405099150142,20.0,0.0,1.7459954233409611,978.0,28.0,heatmap_np706_npos1311_napp2289_ips10_max_app29
452.0,6371.0,15050.0,20.0,18.0,14.095132743362832,20.0,0.0,2.362266520169518,8679.0,17.0,heatmap_np452_npos6371_napp15050_ips20_max_app18
405.0,3914.0,6815.0,5.0,41.0,9.664197530864197,20.0,0.0,1.7411854879918243,2901.0,40.0,heatmap_np405_npos3914_napp6815_ips5_max_app41
273.0,5598.0,2090.0,7.0,35.0,20.505494505494507,20.0,0.0,0.37334762415148265,0.0,34.0,heatmap_np273_npos5598_napp2090_ips7_max_app35
521.0,2891.0,11836.0,18.0,11.0,5.5489443378119,20.0,0.0,4.094085091663784,8945.0,10.0,heatmap_np521_npos2891_napp11836_ips18_max_app11
639.0,7912.0,6593.0,12.0,22.0,12.381846635367761,20.0,0.0,0.8332912032355915,0.0,21.0,heatmap_np639_npos7912_napp6593_ips12_max_app22
192.0,499.0,16373.0,13.0,48.0,2.5989583333333335,20.0,0.0,32.811623246492985,15874.0,40.0,heatmap_np192_npos499_napp16373_ips13_max_app48
202.0,5303.0,12804.0,19.0,6.0,26.252475247524753,20.0,0.0,2.414482368470677,7501.0,5.0,heatmap_np202_npos5303_napp12804_ips19_max_app6
648.0,2560.0,248.0,6.0,37.0,3.950617283950617,20.0,0.0,0.096875,0.0,36.0,heatmap_np648_npos2560_napp248_ips6_max_app37
507.0,7618.0,17363.0,16.0,53.0,15.025641025641026,20.0,0.0,2.279207140981885,9745.0,40.0,heatmap_np507_npos7618_napp17363_ips16_max_app53
388.0,9343.0,4403.0,11.0,28.0,24.079896907216494,20.0,0.0,0.4712619073102858,0.0,27.0,heatmap_np388_npos9343_napp4403_ips11_max_app28
436.0,1642.0,9794.0,14.0,60.0,3.7660550458715596,20.0,0.0,5.964677222898904,8152.0,40.0,heatmap_np436_npos1642_napp9794_ips14_max_app60
715.0,6661.0,8907.0,8.0,43.0,9.316083916083915,20.0,0.0,1.3371866086173247,2246.0,40.0,heatmap_np715_npos6661_napp8907_ips8_max_app43
73.0,4245.0,14332.0,17.0,13.0,58.15068493150685,20.0,0.0,3.3762073027090693,10087.0,12.0,heatmap_np73_npos4245_napp14332_ips17_max_app13
47.0,8176.0,7416.0,13.0,34.0,173.95744680851064,20.0,0.0,0.9070450097847358,0.0,33.0,heatmap_np47_npos8176_napp7416_ips13_max_app34
791.0,935.0,15475.0,12.0,9.0,1.1820480404551201,20.0,0.0,16.550802139037433,14540.0,8.0,heatmap_np791_npos935_napp15475_ips12_max_app9
464.0,5788.0,2943.0,18.0,25.0,12.474137931034482,20.0,0.0,0.5084657912923289,0.0,24.0,heatmap_np464_npos5788_napp2943_ips18_max_app25
314.0,3245.0,11039.0,7.0,49.0,10.334394904458598,20.0,0.0,3.401848998459168,7794.0,40.0,heatmap_np314_npos3245_napp11039_ips7_max_app49
234.0,7259.0,15834.0,5.0,56.0,31.021367521367523,20.0,0.0,2.1812921890067503,8575.0,40.0,heatmap_np234_npos7259_napp15834_ips5_max_app56
578.0,4974.0,5948.0,20.0,32.0,8.60553633217993,20.0,0.0,1.1958182549256131,974.0,31.0,heatmap_np578_npos4974_napp5948_ips20_max_app32
671.0,9867.0,11383.0,10.0,15.0,14.704918032786885,20.0,0.0,1.153643457991284,1516.0,14.0,heatmap_np671_npos9867_napp11383_ips10_max_app15
129.0,2289.0,1462.0,15.0,41.0,17.74418604651163,20.0,0.0,0.6387068588903452,0.0,40.0,heatmap_np129_npos2289_napp1462_ips15_max_app41
154.0,9410.0,14782.0,8.0,19.0,61.103896103896105,20.0,0.0,1.5708820403825718,5372.0,18.0,heatmap_np154_npos9410_napp14782_ips8_max_app19
697.0,2121.0,7285.0,17.0,51.0,3.043041606886657,20.0,0.0,3.4347006129184345,5164.0,40.0,heatmap_np697_npos2121_napp7285_ips17_max_app51
554.0,7101.0,10328.0,11.0,39.0,12.81768953068592,20.0,0.0,1.4544430361920857,3227.0,38.0,heatmap_np554_npos7101_napp10328_ips11_max_app39
210.0,4508.0,2794.0,14.0,8.0,21.466666666666665,20.0,0.0,0.6197870452528838,0.0,7.0,heatmap_np210_npos4508_napp2794_ips14_max_app8
338.0,5957.0,6360.0,16.0,14.0,17.624260355029588,20.0,0.0,1.067651502434111,403.0,13.0,heatmap_np338_npos5957_napp6360_ips16_max_app14
487.0,3701.0,16808.0,9.0,45.0,7.59958932238193,20.0,0.0,4.541475276952175,13107.0,40.0,heatmap_np487_npos3701_napp16808_ips9_max_app45
765.0,8642.0,1892.0,19.0,59.0,11.296732026143792,20.0,0.0,0.2189308030548484,0.0,40.0,heatmap_np765_npos8642_napp1892_ips19_max_app59
22.0,1094.0,12376.0,6.0,22.0,49.72727272727273,20.0,0.0,11.312614259597806,11282.0,21.0,heatmap_np22_npos1094_napp12376_ips6_max_app22
99.0,6488.0,959.0,10.0,47.0,65.53535353535354,20.0,0.0,0.14781134401972873,0.0,40.0,heatmap_np99_npos6488_napp959_ips10_max_app47
740.0,3794.0,12953.0,15.0,23.0,5.127027027027027,20.0,0.0,3.4140748550342646,9159.0,22.0,heatmap_np740_npos3794_napp12953_ips15_max_app23
412.0,8881.0,5467.0,5.0,10.0,21.555825242718445,20.0,0.0,0.6155838306497016,0.0,9.0,heatmap_np412_npos8881_napp5467_ips5_max_app10
364.0,1479.0,17495.0,20.0,36.0,4.063186813186813,20.0,0.0,11.8289384719405,16016.0,35.0,heatmap_np364_npos1479_napp17495_ips20_max_app36
282.0,8069.0,9364.0,18.0,43.0,28.613475177304963,20.0,0.0,1.1604907671334739,1295.0,40.0,heatmap_np282_npos8069_napp9364_ips18_max_app43
623.0,5466.0,13919.0,13.0,30.0,8.773675762439808,20.0,0.0,2.5464690815953164,8453.0,29.0,heatmap_np623_npos5466_napp13919_ips13_max_app30
177.0,3020.0,7932.0,12.0,54.0,17.062146892655367,20.0,0.0,2.6264900662251653,4912.0,40.0,heatmap_np177_npos3020_napp7932_ips12_max_app54
182.0,9771.0,9257.0,14.0,29.0,53.68681318681319,20.0,0.0,0.94739535359738,0.0,28.0,heatmap_np182_npos9771_napp9257_ips14_max_app29
625.0,2384.0,3867.0,11.0,59.0,3.8144,20.0,0.0,1.6220637583892616,1483.0,40.0,heatmap_np625_npos2384_napp3867_ips11_max_app59
532.0,7481.0,13746.0,17.0,44.0,14.06203007518797,20.0,0.0,1.8374548857104664,6265.0,40.0,heatmap_np532_npos7481_napp13746_ips17_max_app44
286.0,4752.0,8319.0,8.0,12.0,16.615384615384617,20.0,0.0,1.7506313131313131,3567.0,11.0,heatmap_np286_npos4752_napp8319_ips8_max_app12
366.0,5732.0,858.0,6.0,5.0,15.66120218579235,20.0,0.0,0.14968597348220516,0.0,4.0,heatmap_np366_npos5732_napp858_ips6_max_app5
417.0,3301.0,13412.0,19.0,37.0,7.916067146282973,20.0,0.0,4.063011208724629,10111.0,36.0,heatmap_np417_npos3301_napp13412_ips19_max_app37
744.0,8437.0,5288.0,9.0,52.0,11.34005376344086,20.0,0.0,0.6267630674410335,0.0,40.0,heatmap_np744_npos8437_napp5288_ips9_max_app52
100.0,674.0,17878.0,16.0,21.0,6.74,20.0,0.0,26.525222551928785,17204.0,20.0,heatmap_np100_npos674_napp17878_ips16_max_app21
27.0,6752.0,6537.0,20.0,27.0,250.07407407407408,20.0,0.0,0.9681575829383886,0.0,26.0,heatmap_np27_npos6752_napp6537_ips20_max_app27
767.0,4154.0,16423.0,5.0,31.0,5.415906127770534,20.0,0.0,3.953538757823784,12269.0,30.0,heatmap_np767_npos4154_napp16423_ips5_max_app31
489.0,9125.0,1997.0,15.0,16.0,18.660531697341515,20.0,0.0,0.21884931506849314,0.0,15.0,heatmap_np489_npos9125_napp1997_ips15_max_app16
342.0,1859.0,11917.0,10.0,40.0,5.435672514619883,20.0,0.0,6.410435718128026,10058.0,39.0,heatmap_np342_npos1859_napp11917_ips10_max_app40
212.0,7669.0,14955.0,12.0,33.0,36.174528301886795,20.0,0.0,1.950058677793715,7286.0,32.0,heatmap_np212_npos7669_napp14955_ips12_max_app33
701.0,5047.0,10436.0,7.0,24.0,7.1997146932952925,20.0,0.0,2.0677630275411136,5389.0,23.0,heatmap_np701_npos5047_napp10436_ips7_max_app24
156.0,2815.0,2342.0,18.0,49.0,18.044871794871796,20.0,0.0,0.8319715808170515,0.0,40.0,heatmap_np156_npos2815_napp2342_ips18_max_app49
130.0,5527.0,16291.0,9.0,14.0,42.51538461538462,20.0,0.0,2.947530305771666,10764.0,13.0,heatmap_np130_npos5527_napp16291_ips9_max_app14
676.0,2960.0,5843.0,16.0,46.0,4.378698224852071,20.0,0.0,1.9739864864864864,2883.0,40.0,heatmap_np676_npos2960_napp5843_ips16_max_app46
583.0,7823.0,11768.0,6.0,58.0,13.41852487135506,20.0,0.0,1.5042822446631727,3945.0,40.0,heatmap_np583_npos7823_napp11768_ips6_max_app58
236.0,586.0,1286.0,19.0,27.0,2.483050847457627,20.0,0.0,2.1945392491467577,700.0,26.0,heatmap_np236_npos586_napp1286_ips19_max_app27
318.0,8981.0,7869.0,17.0,20.0,28.242138364779873,20.0,0.0,0.8761830531121256,0.0,19.0,heatmap_np318_npos8981_napp7869_ips17_max_app20
465.0,1379.0,15367.0,8.0,50.0,2.9655913978494626,20.0,0.0,11.143582306018855,13988.0,40.0,heatmap_np465_npos1379_napp15367_ips8_max_app50
792.0,6281.0,3333.0,14.0,39.0,7.930555555555555,20.0,0.0,0.5306479859894921,0.0,38.0,heatmap_np792_npos6281_napp3333_ips14_max_app39
53.0,4001.0,10866.0,11.0,7.0,75.49056603773585,20.0,0.0,2.7158210447388154,6865.0,6.0,heatmap_np53_npos4001_napp10866_ips11_max_app7
75.0,8577.0,4016.0,7.0,41.0,114.36,20.0,0.0,0.4682289844934126,0.0,40.0,heatmap_np75_npos8577_napp4016_ips7_max_app41
719.0,1159.0,9969.0,18.0,18.0,1.611961057023644,20.0,0.0,8.601380500431407,8810.0,17.0,heatmap_np719_npos1159_napp9969_ips18_max_app18
441.0,6208.0,8451.0,12.0,30.0,14.077097505668934,20.0,0.0,1.3613079896907216,2243.0,29.0,heatmap_np441_npos6208_napp8451_ips12_max_app30
390.0,3450.0,14439.0,13.0,55.0,8.846153846153847,20.0,0.0,4.185217391304348,10989.0,40.0,heatmap_np390_npos3450_napp14439_ips13_max_app55
262.0,6995.0,12420.0,15.0,47.0,26.698473282442748,20.0,0.0,1.775553967119371,5425.0,40.0,heatmap_np262_npos6995_napp12420_ips15_max_app47
508.0,4613.0,427.0,10.0,22.0,9.080708661417322,20.0,0.0,0.09256449165402124,0.0,21.0,heatmap_np508_npos4613_napp427_ips10_max_app22
650.0,9623.0,16904.0,20.0,11.0,14.804615384615385,20.0,0.0,1.7566247531954693,7281.0,10.0,heatmap_np650_npos9623_napp16904_ips20_max_app11
207.0,1908.0,4875.0,5.0,35.0,9.217391304347826,20.0,0.0,2.5550314465408803,2967.0,34.0,heatmap_np207_npos1908_napp4875_ips5_max_app35
191.0,7329.0,1983.0,11.0,21.0,38.3717277486911,20.0,0.0,0.27056897257470325,0.0,20.0,heatmap_np191_npos7329_napp1983_ips11_max_app21
634.0,4906.0,12291.0,14.0,53.0,7.738170347003154,20.0,0.0,2.505299633102324,7385.0,40.0,heatmap_np634_npos4906_napp12291_ips14_max_app53
516.0,9956.0,6418.0,8.0,37.0,19.294573643410853,20.0,0.0,0.6446364001607071,0.0,36.0,heatmap_np516_npos9956_napp6418_ips8_max_app37
271.0,2201.0,16761.0,17.0,6.0,8.121771217712178,20.0,0.0,7.615174920490686,14560.0,5.0,heatmap_np271_npos2201_napp16761_ips17_max_app6
400.0,8246.0,10388.0,19.0,13.0,20.615,20.0,0.0,1.259762308998302,2142.0,12.0,heatmap_np400_npos8246_napp10388_ips19_max_app13
451.0,867.0,2750.0,6.0,43.0,1.9223946784922394,20.0,0.0,3.171856978085352,1883.0,40.0,heatmap_np451_npos867_napp2750_ips6_max_app43
704.0,5878.0,14871.0,16.0,60.0,8.349431818181818,20.0,0.0,2.5299421571963254,8993.0,40.0,heatmap_np704_npos5878_napp14871_ips16_max_app60
60.0,3158.0,7197.0,9.0,28.0,52.63333333333333,20.0,0.0,2.27897403419886,4039.0,27.0,heatmap_np60_npos3158_napp7197_ips9_max_app28
36.0,9276.0,13838.0,5.0,36.0,257.6666666666667,20.0,0.0,1.491806813281587,4562.0,35.0,heatmap_np36_npos9276_napp13838_ips5_max_app36
776.0,1711.0,8025.0,20.0,25.0,2.204896907216495,20.0,0.0,4.690239625949737,6314.0,24.0,heatmap_np776_npos1711_napp8025_ips20_max_app25
473.0,6576.0,9314.0,10.0,9.0,13.90274841437632,20.0,0.0,1.4163625304136254,2738.0,8.0,heatmap_np473_npos6576_napp9314_ips10_max_app9
326.0,4333.0,3467.0,15.0,34.0,13.291411042944786,20.0,0.0,0.8001384721901684,0.0,33.0,heatmap_np326_npos4333_napp3467_ips15_max_app34
246.0,5237.0,5415.0,13.0,40.0,21.288617886178862,20.0,0.0,1.0339889249570364,178.0,39.0,heatmap_np246_npos5237_napp5415_ips13_max_app40
593.0,2628.0,17549.0,12.0,15.0,4.431703204047218,20.0,0.0,6.677701674277016,14921.0,14.0,heatmap_np593_npos2628_napp17549_ips12_max_app15
